총세대수,공가수,지하철역,버스정류장,단지내주차면수,연면적,위도,경도,subway_dist,환승역 수,총인구수,세대당_인구,남/여비율,남/여_0~19세,남/여_20~39세,남/여_40~69세,남/여_70세이상,0~19세_비율,20~39세_비율,40~69세_비율,70세이상_비율,상가비율,세대당_가능주차면수,공가비율,국민임대,영구임대,공공임대(단기),장기전세,행복주택,공공임대(분납),공공분양,공공임대(50년),임대료,임대보증금,대형전용면적,지역_경기도,지역_경상남도,지역_경상북도,지역_광주광역시,지역_대구광역시,지역_대전광역시,지역_부산광역시,지역_서울특별시,지역_세종특별자치시,지역_울산광역시,지역_전라남도,지역_전라북도,지역_제주특별자치도,지역_충청남도,지역_충청북도
1144,16.0,0.0,8.0,950.0,5.688,127.11926815857822,36.8209585899009,0.0257486768773919,1,40542.0,2.82,1.01,2.102865540044085,1.0074740954645829,1.0220946198976408,0.6469879518072289,0.2752207587193527,0.2915001726604509,0.3995609491391644,0.033718119481032,0.0,0.8304195804195804,0.013986013986013986,1144,0,0,0,0,0,0,0,222046.66666666666,17107666.666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
521,3.0,0.0,2.0,153.0,948.76,127.133737691249,36.8239970540574,0.0181000062069205,1,21296.0,1.655,1.14,1.7825719120135364,1.25799147575919,1.1828975773566803,0.6887417218543046,0.0968022163786626,0.398032494365139,0.4273337716003005,0.0778315176558978,0.8666666666666667,0.29366602687140114,0.005758157389635317,0,504,0,0,0,0,0,0,877964.1872479353,10383958.685652137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1003,5.0,0.0,8.0,192.0,1009.05,127.126107624884,36.8026274534785,0.0100036455094873,1,23441.66666666667,2.3833333333333333,0.95,1.7882793017456358,1.0584435558289758,0.9108464176141492,0.6011925640126273,0.1979381443298969,0.2854745822964806,0.4516743690010664,0.064912904372556,0.8125,0.1914257228315055,0.004985044865403789,0,984,0,0,0,0,0,0,843880.0321671406,9998470.55426513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
306,0.0,0.0,1.0,246.0,555.05,126.799144775919,36.4483307451826,0.3555568338464144,1,9915.0,1.97,1.02,1.665979381443299,1.2252922422954304,1.0580969807868252,0.7176938369781312,0.1607665153807362,0.2111951588502269,0.453756933938477,0.1742813918305597,0.0,0.803921568627451,0.0,305,0,0,0,0,0,0,0,99496.66666666667,13212000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
697,0.0,0.0,4.0,128.0,12.0,127.7576657288223,37.87114677836847,0.0345819809611836,1,15898.0,2.18,0.9366666666666666,1.9286761113825108,1.0658126501200955,0.9135154695132984,0.6271700192890604,0.1622006961043317,0.2704952404914664,0.4434939405375937,0.1238101228666079,0.5,0.1836441893830703,0.0,0,686,0,0,0,0,0,0,203112.7052,8513157.453333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,21.0,0.0,3.0,164.0,5483.834,129.040935317223,37.115850853633205,0.1601748460639905,1,2002.0,1.62,1.09,1.6842105263157894,1.577319587628866,1.2074235807860263,0.7771428571428571,0.0594405594405594,0.1248751248751248,0.5049950049950049,0.3106893106893107,0.0,0.7699530516431925,0.09859154929577464,213,0,0,0,0,0,0,0,100473.33333333333,31019666.666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,5.0,0.0,1.0,65.0,9507.785,128.4217322467,34.8266093993851,0.5874317385741457,1,10214.0,1.91,1.06,1.578125,1.3502538071065993,1.1164249313994512,0.6770053475935829,0.1365772469159976,0.1813197571960055,0.5285882122576855,0.1535147836303113,0.6666666666666666,0.13513513513513514,0.010395010395010396,0,468,0,0,0,0,0,0,141965.56743333334,10277190.536666667,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
468,15.0,0.0,2.0,477.0,6700.169,126.66586626249482,36.58994263005826,0.3373685468116307,1,37846.0,2.12,0.98,1.6509708737864075,1.1696826645685812,0.9803166923246096,0.6802999318336742,0.1752893304444327,0.2185964170586059,0.4758494953231517,0.1302647571738096,0.0,1.0192307692307692,0.03205128205128205,468,0,0,0,0,0,0,0,164370.0,27325666.666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
800,16.0,0.0,4.0,671.0,5412.138000000001,128.20064255224,37.1199011645428,0.5948691638990027,1,15292.0,2.16,1.02,2.230428360413589,1.104443162146567,1.0776463451622686,0.7103773584905658,0.1950039236201936,0.2384907140988752,0.4479466387653675,0.1185587235155637,0.0,0.83875,0.02,800,0,0,0,0,0,0,0,133760.0,14498333.333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
830,14.0,0.0,4.0,802.0,6675.53,127.63485696016554,34.76864197407875,0.7781703029391895,1,20408.0,2.3,1.04,2.107142857142857,1.1387494294842535,1.0896720945795226,0.6561351947097722,0.2009016072128577,0.2296158369266954,0.4590356722853783,0.1104468835750686,0.0,0.9662650602409638,0.016867469879518072,830,0,0,0,0,0,0,0,117142.5,18023250.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
775,10.0,0.0,4.0,738.0,4561.1,127.640062474139,34.7648865358262,0.7844913487998181,1,20408.0,2.3,1.04,2.107142857142857,1.1387494294842535,1.0896720945795226,0.6561351947097722,0.2009016072128577,0.2296158369266954,0.4590356722853783,0.1104468835750686,0.0,0.952258064516129,0.012903225806451613,775,0,0,0,0,0,0,0,110982.5,16070375.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
261,15.0,0.0,2.0,198.0,4470.38,127.56453758833946,36.92891915488254,0.3396800027278586,1,12978.0,2.2,1.13,2.579847908745247,1.1353864032539225,1.247987117552335,0.7288135593220338,0.2001078748651564,0.2831715210355987,0.4302666050238866,0.0864539990753582,0.0,0.7586206896551724,0.05747126436781609,261,0,0,0,0,0,0,0,103875.0,12234000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
474,20.0,0.0,1.0,374.0,4700.72,128.452326202339,35.8292787620425,0.0311359722224765,1,8379.0,2.04,1.08,1.7768361581920904,1.2554179566563468,1.1761477045908184,0.7010050251256281,0.1440506026972192,0.1738870986991287,0.52046783625731,0.161594462346342,0.0,0.7890295358649789,0.04219409282700422,474,0,0,0,0,0,0,0,98516.25,15604375.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72,7.0,0.0,1.0,54.0,2207.08,127.172757467358,35.3493474008614,0.3241030013413392,1,1706.0,1.74,1.0,1.6511627906976745,1.6619718309859155,1.2916666666666667,0.6096256684491979,0.0849941383352872,0.1107854630715123,0.451348182883939,0.3528722157092614,0.0,0.75,0.09722222222222222,72,0,0,0,0,0,0,0,58803.333333333336,10586666.666666666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
996,5.0,0.0,2.0,823.0,6141.51,127.369359280453,35.400248491030204,0.5157590558150503,1,6632.0,2.12,0.94,1.645408163265306,1.095890410958904,0.996757457846952,0.5984496124031008,0.1957177322074789,0.1845597104945717,0.464264173703257,0.1554583835946924,0.0,0.8263052208835341,0.0050200803212851405,996,0,0,0,0,0,0,0,160488.57142857142,23894000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
870,13.0,0.0,5.0,763.0,4530.72,127.93171389266652,37.335848792219096,0.3077805968830108,1,32936.0,2.34,0.96,1.9203758654797232,1.0357739088957787,0.9005335365853658,0.6801007556675063,0.2258319164440126,0.259169298032548,0.4542445955793053,0.060754189944134,0.0,0.8770114942528736,0.014942528735632184,810,0,0,0,0,0,0,0,213271.66666666666,16722333.333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,26.0,0.0,2.0,579.0,9.82,128.06288695094,35.00925179528803,0.8395907743658441,1,7526.0,2.03,1.0,2.1700680272108843,1.173044925124792,1.0949656750572083,0.650571791613723,0.167286739303747,0.173531756577199,0.4865798564974754,0.1726016476215785,0.0,0.8539823008849557,0.038348082595870206,678,0,0,0,0,0,0,0,122348.33333333333,13056333.333333334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
632,15.0,0.0,4.0,478.0,5208.68,127.437012757791,36.8610721066216,0.2892396212535958,1,30130.0,2.11,1.06,1.7552533992583437,1.2581163612986177,1.0757642240748866,0.670388349514563,0.1816130102887488,0.2331563226020577,0.4710255559243279,0.1142051111848655,0.0,0.7563291139240507,0.023734177215189875,632,0,0,0,0,0,0,0,114858.0,13360200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
961,28.0,0.0,3.0,928.0,8215.07,128.833707711425,35.1516949304858,0.0857868583967636,1,34231.0,2.12,1.16,2.9983484723369123,1.268699276157052,1.2020020917376364,0.7196620583717358,0.2018930209459262,0.302153019193129,0.4305454120534019,0.0654085478075428,0.0,0.9656607700312175,0.029136316337148804,961,0,0,0,0,0,0,0,136192.5,15871250.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
676,18.0,0.0,3.0,658.0,4474.19,126.859857112397,35.2088552358168,0.0580722000808503,1,30052.0,2.55,0.98,2.314054054054054,0.9914173045697054,0.9618877716509892,0.6037735849056604,0.2750232929588713,0.2856715027286037,0.4025356049514176,0.0367695993611074,0.0,0.9733727810650887,0.026627218934911243,676,0,0,0,0,0,0,0,141290.0,24993200.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
493,7.0,0.0,4.0,421.0,2609.04,126.4739004291471,34.992639804479474,0.323845100308796,1,10782.0,2.01,1.0,1.803001876172608,1.2155511811023625,1.0224989955805543,0.6236559139784946,0.1702838063439065,0.2087738823965869,0.4668892598775738,0.1540530513819328,0.0,0.8539553752535497,0.014198782961460446,493,0,0,0,0,0,0,0,98520.0,12357857.142857144,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1117,4.0,1.0,3.0,985.0,13148.93,127.074238930199,37.2963230790934,0.0051026643586474,1,41112.5,2.81,0.935,1.813249459406329,0.926457069314212,0.9275551921504496,0.8097941802696949,0.2220492550927333,0.2548616600790513,0.4300516874429917,0.0930373973852234,0.0,0.8818263205013429,0.0035810205908683975,1117,0,0,0,0,0,0,0,264068.0,39646200.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,1.0,0.0,2.0,219.0,226.24,128.87928279519952,37.743907922890095,0.4479930610900221,1,16592.0,2.15,0.99,2.0093959731543625,1.1027176416397972,0.9789501731947776,0.6891348088531187,0.1760486981677917,0.275132594021215,0.4476253616200577,0.1011933461909354,0.0,0.7133550488599348,0.003257328990228013,307,0,0,0,0,0,0,0,153765.0,23830000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,10.0,0.0,1.0,405.0,10.44,127.92296885174652,35.694898803096855,0.5411833144336795,1,40926.0,2.19,0.98,1.9289785181937744,1.2164066431806744,0.9480560200668896,0.5832074901842343,0.201265699066608,0.2152177100131945,0.4554317548746518,0.1280848360455456,0.0,0.8083832335329342,0.01996007984031936,501,0,0,0,0,0,0,0,149870.0,15483500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
896,29.0,0.0,10.0,900.0,7002.258000000001,128.75919031289718,35.80871270295293,0.028239978479127,1,38839.0,2.28,1.0,2.0036082474226804,1.1337270618013078,0.9569180683667932,0.650887573964497,0.1890367929143386,0.2604598470609439,0.4643013465846186,0.0862020134400988,0.0,1.0044642857142858,0.03236607142857143,896,0,0,0,0,0,0,0,166332.5,19598750.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
521,24.0,0.0,4.0,521.0,5894.619000000001,128.7616308530879,35.808017329300725,0.0295558776874522,1,38839.0,2.28,1.0,2.0036082474226804,1.1337270618013078,0.9569180683667932,0.650887573964497,0.1890367929143386,0.2604598470609439,0.4643013465846186,0.0862020134400988,0.0,1.0,0.046065259117082535,521,0,0,0,0,0,0,0,166332.5,19598750.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
458,13.0,0.0,2.0,399.0,4320.232,128.82271955876328,35.90637095410233,0.0956459634791207,1,35861.0,2.13,1.09,1.7227544910179642,1.3435988801221683,1.114070290648182,0.6484268125854993,0.1576643149940046,0.2567691921586124,0.4847606034410641,0.1008058894063188,0.0,0.87117903930131,0.028384279475982533,458,0,0,0,0,0,0,0,131782.85714285713,19377714.285714287,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
290,10.0,0.0,2.0,205.0,37.38,128.450305746386,35.823330221295,0.0373918416852143,1,8379.0,2.04,1.08,1.7768361581920904,1.2554179566563468,1.1761477045908184,0.7010050251256281,0.1440506026972192,0.1738870986991287,0.52046783625731,0.161594462346342,0.0,0.7068965517241379,0.034482758620689655,290,0,0,0,0,0,0,0,109280.0,24147500.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
409,7.0,0.0,1.0,316.0,5588.557,128.33033369145735,34.967164045151456,0.6029400170886206,1,24207.0,2.14,1.01,1.988245172124265,1.2265741199801683,1.0276537272414978,0.6058661778185152,0.1820547775436857,0.1855248481844094,0.4876688561159995,0.1447515181559053,0.0,0.7726161369193154,0.017114914425427872,409,0,0,0,0,0,0,0,125916.0,14390000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
586,2.0,0.0,2.0,472.0,5582.717,126.695383089524,35.4385007181209,0.1346722890496366,1,21189.0,2.21,0.99,2.0253164556962027,1.1200391964723175,0.9758707511540076,0.650871459694989,0.208315635471235,0.2042097314644391,0.4444287130114682,0.1430459200528576,0.0,0.8054607508532423,0.0034129692832764505,586,0,0,0,0,0,0,0,100323.75,15604000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1084,23.0,0.0,1.0,837.0,5639.425,129.1682151080938,35.2415666384966,0.0171248485550868,1,7958.0,2.06,1.02,1.7990654205607477,1.3576388888888888,1.0350877192982455,0.8054945054945055,0.0981402362402613,0.1706458909273686,0.5247549635586831,0.2064589092736868,0.0,0.772140221402214,0.021217712177121772,1084,0,0,0,0,0,0,0,133145.0,18890500.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
270,14.0,0.0,6.0,222.0,330.66,127.689384206748,34.9565465998658,0.7701846742351732,1,57510.0,2.5,1.11,1.961571065272676,1.2459016393442623,1.1148536260811708,0.6356720202874049,0.2359415753781951,0.288245522517823,0.4421665797252652,0.0336463223787167,0.0,0.8222222222222222,0.05185185185185185,270,0,0,0,0,0,0,0,99048.57142857143,16050142.857142856,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
355,13.0,0.0,3.0,354.0,2487.263,126.900367094159,35.109266298716506,0.0337195831478449,1,45638.0,2.43,0.89,1.5678475935828875,0.9643039265680776,0.8589958939902949,0.7532517214996175,0.2098689688417546,0.2532100442613611,0.436500284850344,0.1004207020465401,0.0,0.9971830985915493,0.036619718309859155,355,0,0,0,0,0,0,0,144085.0,26013500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
384,15.0,0.0,3.0,384.0,351.414,126.90062819236611,35.10742772458956,0.0333733690327549,1,45638.0,2.43,0.89,1.5678475935828875,0.9643039265680776,0.8589958939902949,0.7532517214996175,0.2098689688417546,0.2532100442613611,0.436500284850344,0.1004207020465401,0.0,1.0,0.0390625,384,0,0,0,0,0,0,0,147520.0,26426333.333333332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
853,28.0,0.0,3.0,853.0,9.81,126.90347028305494,35.11012691044084,0.0307072951132976,1,45638.0,2.43,0.89,1.5678475935828875,0.9643039265680776,0.8589958939902949,0.7532517214996175,0.2098689688417546,0.2532100442613611,0.436500284850344,0.1004207020465401,0.0,1.0,0.032825322391559206,853,0,0,0,0,0,0,0,94250.0,57358571.428571425,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
996,14.0,0.0,6.0,895.0,3409.7540000000004,126.822984003765,35.1840918508925,0.0415948633462656,2,42485.66666666666,2.6566666666666667,0.9933333333333332,1.7684021543985635,0.9935325468590936,0.9893805309734514,0.5792284866468844,0.2737629161207309,0.261186125516841,0.4232956997261822,0.0417552586362459,0.0,0.8985943775100401,0.014056224899598393,996,0,0,0,0,0,0,0,138563.33333333334,25522777.777777776,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
355,10.0,0.0,3.0,330.0,6504.203,126.81148054053688,35.18492176519033,0.0408459529621624,2,51326.5,2.645,1.02,1.806910569105691,0.9931455818804948,1.007790501220199,0.6059160305343512,0.2898405307199984,0.260606119645797,0.4167632704353501,0.0327900791988543,0.0,0.9295774647887324,0.028169014084507043,355,0,0,0,0,0,0,0,141893.33333333334,26216333.333333332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
492,11.0,0.0,2.0,347.0,276.0,126.86917842943171,35.20913607123726,0.0575414898119289,1,30052.0,2.55,0.98,2.314054054054054,0.9914173045697054,0.9618877716509892,0.6037735849056604,0.2750232929588713,0.2856715027286037,0.4025356049514176,0.0367695993611074,0.0,0.7052845528455285,0.022357723577235773,492,0,0,0,0,0,0,0,84230.0,14359714.285714285,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
861,15.0,0.0,3.0,608.0,2428.237,126.87004429111622,35.202647269156884,0.0510540686772401,1,37886.0,2.34,1.01,2.049082796232028,1.107795957651588,0.9891237932298668,0.6670822942643392,0.2107638705590455,0.2890249696457794,0.4296309982579317,0.0705801615372433,0.0,0.7061556329849012,0.017421602787456445,861,0,0,0,0,0,0,0,95938.0,18936400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
711,12.0,0.0,2.0,573.0,225.855,126.875106178374,35.216641571331394,0.0639421785053122,1,22458.0,2.43,1.02,2.1569579288025893,1.0764331210191085,1.0475572849113706,0.6314720812182741,0.2308754118799537,0.2758037225042301,0.4217650725799269,0.0715557930358892,0.0,0.8059071729957806,0.016877637130801686,711,0,0,0,0,0,0,0,120514.0,21801400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
901,10.0,0.0,7.0,668.0,20.25,126.895771056552,35.1867758680317,0.0329154112327733,1,38493.0,2.2,0.99,1.8767045454545448,1.1347150259067358,0.9308877644894205,0.7383273473576193,0.1653807185722079,0.3103940976281402,0.436209180890032,0.0880160029096199,0.0,0.7413984461709212,0.011098779134295227,901,0,0,0,0,0,0,0,187290.0,20601750.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
815,17.0,0.0,1.0,574.0,9.0,126.86602283636522,35.17725804419886,0.025902018011341,1,23570.0,2.4,0.97,2.1956726246472247,1.06203007518797,0.9140271493212668,0.7602862254025045,0.1885871871022486,0.2792532880780653,0.4486635553669919,0.0834959694526941,0.0,0.7042944785276074,0.020858895705521473,815,0,0,0,0,0,0,0,109516.0,19848400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
312,8.0,0.0,6.0,224.0,11.04,126.711646671065,35.978771430162894,0.5420529649489708,2,5581.0,1.92,0.95,1.3859649122807018,1.3529411764705883,1.0166793025018954,0.6599552572706935,0.0854685540225766,0.1720121841963805,0.4766170937108045,0.2659021680702383,0.0,0.717948717948718,0.02564102564102564,312,0,0,0,0,0,0,0,91730.0,15847500.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
571,7.0,0.0,2.0,483.0,6987.056,127.4844354884672,36.11110645122539,0.2074910087113262,1,22543.0,2.2,0.96,1.6997497914929107,1.1415929203539823,1.0127484064491938,0.6435955056179775,0.1790356208135563,0.1824956749323515,0.4762453976844253,0.1622233065696668,0.0,0.8458844133099825,0.012259194395796848,571,0,0,0,0,0,0,0,145641.11111111112,19141888.888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
594,23.0,0.0,5.0,480.0,10.44,128.15717087864755,36.11279381824512,0.3743335754476705,1,11070.0,2.12,1.04,2.213219616204691,1.2751454696591853,1.0068702290076337,0.6305916305916306,0.1757000903342366,0.2472448057813912,0.4749774164408311,0.1020776874435411,0.0,0.8080808080808081,0.03872053872053872,594,0,0,0,0,0,0,0,118090.0,14979800.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
944,23.0,0.0,1.0,958.0,7765.297,128.805501420768,35.1734484327457,0.0873399854220402,1,72820.0,2.77,0.98,2.045125348189415,0.9699232081911264,0.991833753817554,0.6783042394014963,0.2974045591870365,0.2536391101345784,0.411988464707498,0.0369678659708871,0.0,1.0148305084745763,0.024364406779661018,944,0,0,0,0,0,0,0,177897.5,29649750.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
410,16.0,0.0,20.0,402.0,5.688,128.803135185606,35.2030612141492,0.0751526914315743,1,57078.0,2.62,0.99,1.7169278191625996,1.0817393903167962,0.9900662251655628,0.6427230046948357,0.2313325624583902,0.244069518903956,0.4632958407792845,0.0613020778583692,0.0,0.9804878048780488,0.03902439024390244,410,0,0,0,0,0,0,0,109482.85714285714,15606714.285714285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
635,15.0,0.0,20.0,508.0,2839.01,128.802160139773,35.2040526376969,0.0756844953928805,1,57078.0,2.62,0.99,1.7169278191625996,1.0817393903167962,0.9900662251655628,0.6427230046948357,0.2313325624583902,0.244069518903956,0.4632958407792845,0.0613020778583692,0.0,0.8,0.023622047244094488,635,0,0,0,0,0,0,0,136065.0,23885250.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
962,27.0,0.0,1.0,873.0,6957.194,128.740317619969,35.30438575607371,0.1301945976378824,1,55651.0,2.33,1.06,2.1784021665538247,1.1465919701213818,1.088124178712221,0.6799329702555509,0.2232125208891125,0.2478661659269375,0.4568651057483244,0.0720562074356256,0.0,0.9074844074844075,0.028066528066528068,962,0,0,0,0,0,0,0,134186.66666666666,17961000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
822,13.0,0.0,2.0,827.0,8117.351,127.195486100426,37.7282482406566,0.0793257540374292,1,92857.0,2.49,1.02,1.8162524941048432,1.057097224995009,1.0455518332402751,0.7253276792598303,0.208223397266765,0.2219326491271525,0.473448420689878,0.0963955329162045,0.0,1.0060827250608273,0.015815085158150853,822,0,0,0,0,0,0,0,207568.0,28887800.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,1.0,0.0,3.0,259.0,1180.645,127.14488549129004,37.65755594191933,0.009387517585486,1,29406.0,2.42,1.0,1.7662551440329215,1.1491254076489772,0.9801872710001356,0.739648033126294,0.1429640209481058,0.2465143168060939,0.4962252601509896,0.1142964020948105,0.0,0.7848484848484848,0.0030303030303030303,330,0,0,0,0,0,0,0,274664.0,32808200.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,4.0,0.0,4.0,299.0,191.54,127.14570909806872,37.65798829943887,0.0099621851603814,1,29406.0,2.42,1.0,1.7662551440329215,1.1491254076489772,0.9801872710001356,0.739648033126294,0.1429640209481058,0.2465143168060939,0.4962252601509896,0.1142964020948105,0.0,0.7746113989637305,0.010362694300518135,386,0,0,0,0,0,0,0,269150.0,32146500.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,7.0,1.0,4.0,399.0,60.72,127.23901957720852,37.65416013571261,0.0055013935542686,1,57499.0,2.65,0.95,1.99057412167952,0.9644031451036454,0.9376932941087728,0.6974320803870487,0.2349432164037635,0.2389780691838119,0.4467555957494913,0.0793231186629332,0.0,0.875,0.015350877192982455,456,0,0,0,0,0,0,0,216442.5,18930250.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,3.0,1.0,5.0,567.0,3677.866,127.31164218760937,36.39460330408033,0.0037887739436064,1,31207.0,2.645,0.97,1.984175599795814,0.999379267535692,0.9408418657565416,0.7363844393592678,0.243839523183901,0.2580350562373826,0.4373377767808505,0.0607876437978658,0.0,0.883177570093458,0.004672897196261682,642,0,0,0,0,0,0,0,244355.0,18043000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
302,4.0,0.0,2.0,217.0,3997.92,128.62464958613998,35.8029001211775,0.0234204059786478,1,7859.0,2.08,0.99,2.108108108108108,1.193771626297578,1.0456905503634475,0.7130434782608696,0.1117190482249649,0.1613436824023412,0.501336047843237,0.2256012215294566,0.0,0.7185430463576159,0.013245033112582781,302,0,0,0,0,0,0,0,216870.0,24639000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
757,22.0,0.0,2.0,660.0,5301.826,128.49639599396698,35.8689558837842,0.0180205087247045,1,50426.0,2.65,0.98,2.1017126878713737,1.0392734413352969,0.9367592279038266,0.7907348242811502,0.2324991076032205,0.2471344147860231,0.4536746916273351,0.0666917859834212,0.0,0.8718626155878467,0.02906208718626156,644,0,0,0,0,0,0,0,131608.75,16258000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
705,12.0,1.0,3.0,502.0,236.54,128.5316328249711,35.84581616721493,0.0165425411727045,1,25946.33333333333,2.486666666666667,0.9966666666666668,1.8295117345562448,1.1503743760399332,0.9407310177705978,0.7339667458432305,0.1654569046364933,0.2656508947956679,0.4938655429797403,0.0750266575880985,0.0,0.7120567375886525,0.01702127659574468,705,0,0,0,0,0,0,0,181760.0,21657500.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1072,18.0,0.0,4.0,894.0,481.16,127.467278695271,36.2775235381604,0.0404185566918904,1,20849.0,2.45,1.01,1.860282574568289,1.0892945239269858,1.0296967144060658,0.6911966987620357,0.2167010408173053,0.2031272483092714,0.4622284042400115,0.1179433066334116,0.0,0.8339552238805971,0.016791044776119403,1072,0,0,0,0,0,0,0,177453.33333333334,18968333.333333332,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
375,9.0,1.0,10.0,454.0,5374.83,127.44306634178145,36.32669035559079,0.0029044376727884,1,15024.0,2.34,1.0,2.254237288135593,1.0947075208913648,1.003866745984533,0.6946859903381642,0.1845713525026624,0.2502662406815761,0.448415867944622,0.1167465388711395,0.0,1.2106666666666666,0.024,375,0,0,0,0,0,0,0,210583.33333333334,36751000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
853,20.0,0.0,6.0,862.0,9547.131,127.38518308224978,36.439230743028624,0.0825839224421039,1,27765.0,2.34,1.05,1.9146757679180888,1.203083466241361,1.0469411964073885,0.5490039840637451,0.1964343598055104,0.2985053124437241,0.4350441202953359,0.0700162074554295,0.0,1.010550996483001,0.023446658851113716,853,0,0,0,0,0,0,0,191937.5,31210750.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1018,14.0,0.0,2.0,788.0,7437.361999999999,127.05069980570391,37.88721865352271,0.0072248021082925,1,25372.0,2.33,0.97,1.753319357092942,1.0911492734478203,0.9844632768361582,0.6402753872633391,0.1947422355352357,0.2495664512060539,0.4430080403594513,0.112683272899259,0.0,0.7740667976424361,0.0137524557956778,1018,0,0,0,0,0,0,0,114475.0,16670500.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,11.0,0.0,2.0,240.0,5064.794,129.11349296224236,37.5595977489677,0.2155521533086936,1,3130.0,1.72,0.98,1.9452054794520548,1.2345679012345678,1.131648936170213,0.6533575317604355,0.0811501597444089,0.1156549520766773,0.5121405750798722,0.2910543130990415,0.0,0.7038123167155426,0.03225806451612903,341,0,0,0,0,0,0,0,181735.0,21419500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,9.0,0.0,3.0,296.0,9.0,129.10056813224898,37.52829092726471,0.1830169542956236,1,30441.0,2.26,0.99,1.8518057285180567,1.233204134366925,0.9392345126923582,0.7283511269276394,0.1927991853092868,0.2271278867317105,0.4843467691600145,0.0957261587989882,0.0,0.7115384615384616,0.021634615384615384,416,0,0,0,0,0,0,0,200800.0,20970000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
