단지코드,총세대수,전용면적,전용면적별세대수,공가수,지하철역,버스정류장,단지내주차면수,임대보증금,임대료,연면적,위도,경도,subway_dist,환승역 수,총인구수,세대당_인구,남/여비율,남/여_0~19세,남/여_20~39세,남/여_40~69세,남/여_70세이상,0~19세_비율,20~39세_비율,40~69세_비율,70세이상_비율,전용면적_std,전용면적별세대수_std,임대보증금_std,임대료_std,강원도,경기도,경상남도,경상북도,광주광역시,대구광역시,대전광역시,부산광역시,세종특별자치시,울산광역시,전라남도,전라북도,제주특별자치도,충청남도,충청북도,상가,아파트,공공임대(50년),공공임대(분납),국민임대,영구임대,임대상가,행복주택,"공공임대(5년,10년)",A,C,D,E,G,H,I,J,K,L,M,N
C1495,1175.0,40.586,235.0,14.0,0.0,4.0,1024.0,13265400.0,124214.0,9.0,127.74176306717149,37.84842473072269,0.023796411050641515,1.0,49745.0,2.5,0.93,1.8557794273594908,1.017782761935277,0.8943491000418586,0.6424496006085965,0.20512614333098797,0.2531912755050758,0.4548798874258718,0.0868026937380641,5.421128111380505,198.4754392865777,1969610.3167885772,29451.10490287249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1496,565.0,81.80666666666667,188.33333333333334,11.0,0.0,3.0,582.0,33066666.666666668,466666.6666666667,433.39000000000004,128.208424867225,37.1242676643862,0.6011909608622407,1.0,10247.0,2.07,1.01,2.0868544600938965,1.1314229249011858,1.0278818143986683,0.700221238938053,0.16395042451449202,0.2105006343319996,0.4755538206304284,0.1499951205230799,5.116730727069116,139.5002986854628,4387862.045841156,23094.010767585027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1521,1414.0,42.41888888888889,157.11111111111111,20.0,0.0,4.0,1307.0,17756111.111111112,120148.88888888889,4444.121102381319,126.93737715073995,35.95378397654799,0.369100271732012,2.0,38365.0,2.4499999999999997,0.9399999999999997,1.8104783599088843,1.0049205994184751,0.9353839344987828,0.6755297050270047,0.20529128111560008,0.2336504626612798,0.4559364003649159,0.10512185585820401,8.196992504029216,105.97221858162219,6791586.880921948,24030.625483143613,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1525,1331.0,44.896470588235296,78.29411764705883,17.0,1.0,6.0,1204.0,34906411.76470588,290009.4117647059,20.25,127.11669077161426,37.645357266073304,0.01079187175917812,1.0,76076.0,2.45,0.9499999999999997,2.190275435637999,0.9535351687551452,0.9489595375722542,0.763447828904731,0.20451916504548076,0.28074557021925445,0.44320153530679823,0.07153372942846617,9.509417004459626,46.17055975657317,13064568.975184487,76808.05999947111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
C1563,1974.0,46.20545454545454,179.45454545454547,15.0,0.0,6.0,1696.0,42692181.81818182,293214.54545454547,14.159000000000002,127.11446083267,37.3905963746285,0.005303685723598051,2.0,21629.666666666664,2.893333333333334,0.9533333333333333,1.9650721336370542,0.9110286193270268,0.9362438005742628,0.7841282894736842,0.22993111313165568,0.24594307201528756,0.4572577786681871,0.06686803618486949,4.65579287261872,173.51850831329992,8381258.352039767,56582.165982513674,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
C1564,354.0,44.80714285714286,50.57142857142857,2.0,0.0,4.0,286.0,14017285.714285715,103967.14285714286,3399.580000000001,128.727190051336,35.64851022782779,0.18554045833024763,1.0,7185.0,2.1200000000000006,0.96,1.7363636363636363,1.1451327433628318,1.0325203252032524,0.6258992805755396,0.15546276965901182,0.1686847599164927,0.4871259568545581,0.18872651356993733,8.099139284075635,22.962702678163,4283486.185896005,29306.850003759482,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1570,1278.0,41.6025,319.5,36.0,0.0,1.0,1014.0,12526000.0,169885.0,4966.23,127.545531411491,36.9157377219031,0.3490486275384442,1.0,12978.0,2.2,1.13,2.579847908745247,1.1353864032539223,1.247987117552335,0.7288135593220338,0.2001078748651564,0.2831715210355987,0.4302666050238866,0.0864539990753582,5.603614161116616,148.04841550429822,5401689.118538138,33526.73013184158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1593,332.0,44.190000000000005,83.0,1.0,0.0,5.0,236.0,12004500.0,110157.5,9483.186,128.226586405908,37.1525339567886,0.6120926252852261,1.0,18673.0,2.41,0.97,1.719360568383659,1.0808933002481391,0.9662676822633296,0.6402805611222445,0.2039308091897392,0.2245488137953194,0.4838536924971884,0.0876666845177529,5.039999999999999,100.00999950005,3889000.0,13804.999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
C1602,408.0,43.67666666666667,68.0,0.0,0.0,4.0,319.0,14137500.0,103123.33333333333,3671.41,128.70828504469299,36.350116633684,0.4188895803654454,1.0,13113.0,1.95,0.96,1.9604989604989604,1.1697560975609755,1.014186633039092,0.6378378378378379,0.1352093342484557,0.16960268435903303,0.48722641653321125,0.20796156485929987,9.047107088272282,81.94632389558423,5764691.656975245,35118.11764127837,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1603,602.0,46.4675,150.5,0.0,0.0,10.0,491.0,17961750.0,131602.5,2730.76,126.56069879892405,33.263077717235056,1.8733331496041896,1.0,13624.5,2.25,1.04,1.7480503899220157,1.0647382920110189,0.9817130353235386,0.6874265569917744,0.2092553855187346,0.2200447722852214,0.4653014789533561,0.1053983632426878,5.088080024265863,123.31396244275558,3611417.2079669777,31881.38681111598,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1604,534.0,51.72,267.0,13.0,0.0,2.0,400.0,16088000.0,209890.0,2581.204675753705,129.35319525878472,35.5531237476348,0.2642617445907354,1.0,29646.0,2.29,1.16,2.4823874755381605,1.3634538152610445,1.1021270176497209,0.7327790973871734,0.1631248735073871,0.3176145179788167,0.4700465492815219,0.0492140592322741,0.325269119345815,131.52186130069785,101823.37649086284,1442.497833620557,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1617,1008.0,51.2025,252.0,15.0,1.0,4.0,1035.0,17298750.0,228560.0,1222.296,129.03115970957398,35.3382057111654,0.004746616774833175,1.0,22396.0,2.17,1.04,1.7787215020116227,1.1512295081967212,0.9478138222849084,0.7063670411985019,0.1706108233613145,0.2343722093230934,0.4933023754241828,0.1017145918914091,6.383741718877209,108.27126427019621,2144378.75619024,28676.824556890304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1621,593.0,46.26714285714286,84.71428571428571,2.0,0.0,3.0,516.0,35741142.85714286,255734.2857142857,3739.16,126.88623003603199,37.4534736516727,0.007864207107264638,1.0,41315.0,2.5800000000000005,0.9800000000000002,1.90905057675244,1.029885468861847,0.9858884924649873,0.7088791848617176,0.2030860462301827,0.2745491952075518,0.4513251845576667,0.0710395740045988,5.046231974736904,71.68382961708609,8911533.69569592,45512.9347391643,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1623,296.0,47.37,49.333333333333336,10.0,0.0,1.0,239.0,15802500.0,131775.0,6876.44,128.56882756891505,36.23187206502707,0.2736268740971992,1.0,8098.0,1.9399999999999997,1.07,2.25,1.3484573502722323,1.1440588853838063,0.6990384615384615,0.1184243022968634,0.15979254136823903,0.5035811311434922,0.2182020251914052,4.5250016574582625,28.2465337106461,2808627.3337700036,23353.945062879633,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1629,225.0,51.22666666666667,75.0,2.0,0.0,2.0,159.0,25877666.666666668,86520.0,5455.415,129.04195194865352,37.22156666513864,0.13160878001064116,1.0,9666.0,1.67,0.98,1.1822429906542056,1.0935114503816794,1.1594064145524174,0.6178509532062392,0.11318021932547069,0.2269811711152493,0.4666873577488102,0.1931512518104697,7.4940064940813444,41.58124577258358,6146470.965792756,3758.550252424464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1633,178.0,33.61666666666667,59.333333333333336,22.0,0.0,4.0,168.0,16763333.333333334,183520.0,4416.39,128.752499973351,35.8825583878824,0.021898378621711703,1.0,19971.0,2.39,0.96,2.2778568041725937,0.9856822494393652,0.9588083854358219,0.7064004697592484,0.23902158129287457,0.2881928796755295,0.4000300435631665,0.0727554954684292,11.529684875716827,41.295681775862874,11186161.465549,63635.54667008055,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1637,525.0,47.35666666666666,87.5,17.0,0.0,3.0,461.0,19097166.666666668,140380.0,3977.296,127.06350608662201,37.8981733486784,0.007948527839549845,1.0,12729.75,2.0375,1.0075,1.7293859649122807,1.1129152668906308,1.0458498691209996,0.6422255768816045,0.15228107386240894,0.2223335100846442,0.47583416799230155,0.14955124806064532,7.383106843779701,34.46012188022556,4575087.951795754,39693.34956891393,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1640,533.0,50.54750000000001,133.25,17.0,0.0,1.0,470.0,51800000.0,94467.5,4541.27,126.87892896747,35.7978839672979,0.4743067520439794,1.0,6494.0,2.03,1.0,1.9556451612903225,1.1297297297297295,1.18106686701728,0.6248624862486248,0.1435170927009547,0.1820141669233138,0.4470280258700339,0.2274407145056975,8.236440877790196,43.261799931733464,33372763.775270395,66584.49087437705,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
C1683,328.0,26.5325,40.75,14.0,0.0,11.0,250.0,17654000.0,76645.0,177.88,126.91420842785853,37.014517348725384,0.1449074645293231,1.0,27083.0,2.44,1.12,2.35312697409981,1.1309241706161135,1.2358879274824888,0.7376093294460642,0.2676217553446812,0.265627884650888,0.40073108592105744,0.06601927408337328,6.590613996976522,26.590814740647353,4230369.656255991,18370.312230024057,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
C1692,1390.0,38.92,278.0,36.0,0.0,2.0,1216.0,13999200.0,199564.0,24779.12,128.449987333736,35.690525657441704,0.11513397623419239,1.0,23186.0,1.9600000000000002,1.11,2.5906288532675705,1.3629209946490402,1.0923314235345971,0.5987795575896262,0.1763132925040973,0.3237729664452687,0.40951436211506936,0.0903993789355645,10.158629336677267,200.88802851339847,8021306.047022517,76145.48857286293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1708,327.0,45.626666666666665,36.333333333333336,2.0,0.0,7.0,274.0,13955222.222222222,113673.33333333333,213.22,126.252544979428,33.227313487525805,1.9665993199006953,1.0,21959.0,2.09,0.9500000000000001,1.8437001594896327,0.963477366255144,1.0017214996174444,0.6359979889391654,0.2014208297281297,0.1738239446240721,0.47656997131016887,0.1481852543376292,4.957285043246958,24.58149710656371,2749172.365357335,23704.191612455383,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1712,737.0,44.5,122.83333333333333,23.0,0.0,2.0,632.0,17719500.0,202435.0,6091.89,128.15474915913674,36.424261242603286,0.6173964919745675,1.0,9003.0,2.1200000000000006,1.0,2.1026315789473684,1.1572052401746724,1.0223255813953491,0.6512968299711815,0.17027657447517489,0.2194823947573031,0.48295012773519924,0.1272909030323225,10.332900851164693,62.961628526163985,8788817.480184693,73308.67772644655,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1721,663.0,47.336666666666666,110.5,20.0,0.0,3.0,573.0,38530500.0,263335.0,6214.0109999999995,127.0710310465311,37.23838267472343,0.013124284006585886,1.0,26202.0,2.23,1.0600000000000003,2.2012578616352205,1.2195344591510724,1.0,0.6819444444444445,0.2142202885275933,0.3711930386993359,0.3683688268071139,0.04621784596595669,4.578456799694266,48.25246107713056,7643074.296381005,52017.679590693006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1729,627.0,38.574400000000004,25.08,0.0,0.0,5.0,131.0,7770667.38442297,566858.0882571233,2093.82,127.73892626617594,37.86472422411552,0.015122210256151108,1.0,13995.25,1.9750000000000008,1.0249999999999995,1.6691367173027054,1.1758381666430895,0.996572339577521,0.6630380999505193,0.15774995087619012,0.27475393437059004,0.4474196602418678,0.12007645451135204,43.00678832851081,50.33795784495036,12210361.190138234,2216336.5990151386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
C1741,388.0,51.89000000000001,129.33333333333334,0.0,0.0,4.0,392.0,25293000.0,255690.0,2815.812,127.12431211254896,37.3274532618266,0.017086233305652745,2.0,37534.0,2.55,0.955,1.786275911365261,0.9660249150622876,0.9344592592592592,0.7544401544401543,0.19683486971812222,0.2775083923908989,0.4348590611179198,0.0907976767730591,0.05196152422706829,123.97311536511992,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1749,848.0,29.209999999999997,93.33333333333333,34.0,0.0,8.0,675.0,26770777.777777776,137971.11111111112,323.0,127.12328621281128,37.004969815002106,0.040487999818917327,1.0,88566.0,2.41,1.03,2.3134809718340144,1.0660275355006128,1.0360902255639095,0.6868504292815184,0.2367387033398821,0.3236230607682406,0.39748887835060864,0.04214935754126859,7.279658302420518,81.21884017886491,9708854.409478208,32023.782742067044,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
C1772,496.0,48.74333333333333,165.33333333333334,25.0,0.0,3.0,593.0,21430666.666666668,216383.33333333334,6026.052,127.91676633900398,37.33837574451285,0.2935349543997442,1.0,32936.0,2.34,0.96,1.9203758654797232,1.0357739088957787,0.9005335365853658,0.6801007556675063,0.2258319164440126,0.2591692980325479,0.4542445955793053,0.060754189944134,2.771034704462096,146.2919455518086,5235221.135093849,6415.803405134331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1782,503.0,51.508,100.6,6.0,0.0,2.0,358.0,20972600.0,146056.0,459.04799999999994,129.14756173004,37.4367845038938,0.11030742160048893,1.0,7989.0,2.12,0.97,1.7887323943661972,1.1823617339312409,1.0025536261491317,0.6777367773677737,0.1557141068969833,0.1827512830141444,0.49079984979346597,0.1707347602954061,5.31304714829447,57.07714078332936,2558761.477746607,38381.66267894084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1794,1349.0,43.81,224.83333333333334,25.0,0.0,2.0,1098.0,20758000.0,138505.0,5712.5740000000005,126.723198204263,35.9628539871857,0.5388339922910353,2.0,55531.0,2.64,1.0,1.9651567944250872,1.0114810562571757,1.0053619302949064,0.6783004552352049,0.25681151068772395,0.2523995606057878,0.4310385190254092,0.05975040968107901,10.058005766552334,219.80665746666244,7825838.664322183,30975.504354247405,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1812,1021.0,42.574074074074076,37.370370370370374,22.0,0.0,4.0,185.0,7012905.169825487,952232.4151298034,24.0,129.41896670763484,35.49444850840891,0.25201616376238944,1.0,15705.0,2.3350000000000004,1.0799999999999994,2.1965517241379313,1.1661083193746509,1.0760098253275105,0.8035714285714283,0.19468322190385223,0.24702324100604908,0.48433619866284644,0.07395733842725244,61.14065733141393,148.64313178475697,17332246.122177944,3203174.975567622,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,2,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
C1826,284.0,48.79,94.66666666666667,20.0,0.0,3.0,213.0,14261333.333333334,116710.0,194.88,127.51050342718388,36.91224581927217,0.3487310060125483,1.0,29314.0,2.26,1.12,2.4840390879478833,1.2021377672209026,1.1766203250440572,0.6920415224913494,0.2544859111687248,0.3162652657433308,0.3792044756771509,0.05004434741079341,10.27619092854935,24.110855093366833,5098433.713733398,44469.678433737296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1827,511.0,47.736000000000004,102.2,20.0,0.0,1.0,379.0,15200200.0,111958.0,9.0,127.44667802765369,36.85122864334879,0.29811891698426096,1.0,30130.0,2.11,1.06,1.755253399258344,1.2581163612986177,1.0757642240748866,0.670388349514563,0.1816130102887487,0.2331563226020577,0.4710255559243278,0.1142051111848655,7.284180118585755,60.309203277775104,3953630.698484622,34990.58259017703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1830,891.0,46.74666666666666,99.0,17.0,1.0,7.0,805.0,33970222.222222224,230124.44444444444,6162.891,126.94347458516596,37.32389372329911,0.005734211513360858,1.0,53205.0,2.65,0.9800000000000002,1.853890587835542,1.0524322749781534,0.9504308640999286,0.7515923566878983,0.19907903392538293,0.2648623249694578,0.463697020956677,0.0723616201484822,7.077903997653542,90.99587902756916,11151861.859996492,55335.26545321508,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1835,1060.0,40.82285714285714,151.42857142857142,37.0,0.0,18.0,925.0,68837428.57142857,140318.57142857142,7174.04,127.094508620302,37.0033706666675,0.015441277142043255,1.0,71307.5,2.485,1.01,2.2299683711122817,1.0562432849068062,1.0045554185504864,0.6913348946135832,0.23034042702380525,0.3086491603267539,0.41037057812993016,0.05063983451951049,9.471305285414669,80.86585011168629,64691928.05870281,68253.22249500299,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
C1840,593.0,44.4925,148.25,7.0,0.0,3.0,543.0,18924250.0,123150.0,6006.87,126.93300744090014,35.95009464084069,0.3748033822829201,2.0,7783.0,2.0,0.98,1.8223684210526316,1.1859375,1.049409237379162,0.6716417910447762,0.1428754978799948,0.1797507387896698,0.4902993704227161,0.1870743929076191,6.043577169193754,81.96086464486166,5407500.0,18024.444512938535,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1841,100.0,26.886000000000003,20.0,14.0,0.0,4.0,53.0,25696000.0,132760.0,18.18,126.84680327052601,35.2171967464539,0.06942896538681123,1.0,26059.33333333333,2.4033333333333338,1.0366666666666668,1.7463414634146344,1.1091453217146376,0.9888128912589844,0.60450563204005,0.2054158458901481,0.3065056665558085,0.43888306173092173,0.0491954258231216,7.043722737303052,12.884098726725126,6223902.955541643,32157.251126301202,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
C1844,620.0,40.656666666666666,206.66666666666666,0.0,0.0,4.0,498.0,15932333.333333334,131930.0,1840.595,126.47390170658457,33.488368020824424,1.6628601201724866,1.0,55385.0,2.4,0.96,1.8886002886002888,1.0225266763272296,0.9012326415977533,0.6718913270637409,0.2250067707863139,0.2772050194095874,0.4400108332581023,0.057777376545996205,4.976246912416356,75.56674753708363,1910041.9716156325,18291.645634004613,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1849,1054.0,32.052,210.8,6.0,0.0,3.0,824.0,12107600.0,140640.0,23.52,128.86757055833291,37.75454847100386,0.4628564818685345,1.0,15481.0,2.17,0.95,1.9118028534370946,1.0449808008776742,0.9463945578231293,0.6725838264299803,0.1875847813448743,0.2408113170983786,0.462050255151476,0.1095536464052709,9.70607387155074,153.03332970304214,6793556.380865621,73092.70141402629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C1852,898.0,47.022222222222226,99.77777777777777,6.0,0.0,50.0,785.0,37286888.88888889,262017.77777777778,232.67400000000004,126.88477419416697,37.450625040226186,0.010443393457677672,1.0,41315.0,2.58,0.9800000000000002,1.90905057675244,1.029885468861847,0.9858884924649873,0.7088791848617176,0.2030860462301827,0.2745491952075518,0.4513251845576667,0.0710395740045988,6.787418098544133,77.72190453433603,12609567.671459284,59930.99339610887,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
C1855,419.0,44.23,104.75,16.0,0.0,3.0,333.0,13522500.0,125735.0,6398.12,127.49459851011196,37.01940804782448,0.24102225006904685,1.0,6874.0,1.78,1.25,1.8677248677248681,1.6238532110091743,1.3951462352209083,0.7113259668508287,0.0933954029677043,0.1664242071574047,0.5599359906895548,0.18024439918533605,8.833493080316531,92.76269005729979,4378047.091264932,48075.95691542013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1887,801.0,45.71083333333333,66.75,21.0,1.0,4.0,611.0,24989416.666666668,128830.0,6297.478000000002,128.45570240569197,35.86675879445489,0.0033105203667309117,1.0,50426.0,2.6499999999999995,0.9800000000000003,2.1017126878713737,1.0392734413352969,0.9367592279038265,0.7907348242811504,0.23249910760322048,0.24713441478602297,0.45367469162733526,0.0666917859834212,9.150704352754223,43.212214182398185,5255082.759634339,46511.90443902996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1902,980.0,44.665,122.5,21.0,0.0,5.0,841.0,34514875.0,235948.75,5951.438999999999,127.06929783005799,37.235999533691704,0.01563684050099881,1.0,26202.0,2.23,1.0600000000000003,2.2012578616352205,1.2195344591510724,1.0,0.6819444444444445,0.21422028852759328,0.37119303869933595,0.3683688268071139,0.04621784596595669,6.280566398479861,78.06773615631126,9849501.676118298,67113.28960102782,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C2028,1267.0,56.510000000000005,253.4,26.0,0.0,12.0,1280.0,28713600.0,172280.0,9058.122,128.81950858529734,35.16798205435755,0.08072289330628546,1.0,72820.0,2.77,0.9800000000000001,2.045125348189415,0.9699232081911264,0.9918337538175541,0.6783042394014963,0.2974045591870365,0.2536391101345784,0.41198846470749795,0.0369678659708871,4.185516694507383,279.14924323737654,3418336.4813897423,20512.209778568467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C2033,1400.0,41.7192,56.0,12.0,0.0,7.0,308.0,9169991.162109956,1115856.9241590314,1199.25,129.32697584234495,35.533383366347124,0.23606091186482017,1.0,38016.5,2.055,1.0500000000000005,2.0,1.2249455853127669,0.9899055682188209,0.8008726695755649,0.14883011324030357,0.30922099614640985,0.48223797561585086,0.0597109149974353,75.60077143124929,155.1778549493022,14160059.381306997,4744040.140874935,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,3,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
C2039,976.0,43.071666666666665,162.66666666666666,7.0,1.0,6.0,884.0,20748333.333333332,142655.0,10.44,128.703406324624,35.861587321818,0.01109755534166003,1.0,43034.0,2.14,0.96,2.1954154727793695,1.091974223784417,0.9452028269919645,0.6312479311486263,0.1696565506343821,0.2489426964725566,0.46688664776688205,0.11451410512617931,8.234960635404803,142.58704943530697,7131281.137822759,49051.03209923314,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C2043,469.0,26.875714285714285,65.71428571428571,23.0,0.0,4.0,330.0,27471428.57142857,123845.71428571429,200.25,128.709883562025,35.154519160456694,0.17977744207581314,1.0,11168.0,2.1833333333333336,1.05,1.7981703830760432,1.284430269643375,1.0104886475814412,0.7304483837330552,0.1794711079274116,0.23516595033428841,0.4863001432664756,0.0990627984718242,8.134744120423326,80.46265031204288,7887440.287299441,35560.95698803341,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
C2072,353.0,41.515,88.25,6.0,0.0,1.0,280.0,12695500.0,92892.5,7014.963000000001,127.8964713685388,34.832923242025124,1.0006804521146753,1.0,13170.0,2.1,0.96,1.7572078907435509,1.2493617021276595,0.9594508301404852,0.6121530382595649,0.1701594533029612,0.2006833712984054,0.4659832953682612,0.16317388003037198,9.303305864046392,24.171263930543642,5733051.805103457,30353.260533260673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C2076,1385.0,42.535,230.83333333333334,25.0,0.0,14.0,1139.0,17155666.666666668,140388.33333333334,4715.37,129.14582200229873,35.37838103608261,0.10732054473935017,1.0,30622.0,2.33,0.9500000000000001,1.8358208955223885,1.0888888888888888,0.9493203114689192,0.6699029126213593,0.1802625563320488,0.2025994383123244,0.482332963229051,0.1348050421265756,7.8180988737672035,189.81824640077855,7500612.846072423,31014.142849136853,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C2091,150.0,30.552,30.0,4.0,0.0,1.0,120.0,10007000.0,119558.0,115.18000000000002,127.79897747574982,36.80627042688673,0.506152101676851,1.0,9770.0,1.9099999999999997,1.05,1.754022988505747,1.2595744680851064,1.1183729433272396,0.6769911504424779,0.1530194472876151,0.21740020470829072,0.47441146366427833,0.1551688843398157,7.44737000557915,23.280893453645632,4346431.869936534,43118.17273493857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
