단지코드,지역,단지명,도로명주소,전용면적,임대료,임대보증금
C1004,충청남도,주공6단지2차아파트,충청남도 천안시 서북구 쌍용대로 289-28,19.31,185530.0,4680000.0
C1004,충청남도,주공6단지2차아파트,충청남도 천안시 서북구 쌍용대로 289-28,21.19,156360.0,8890000.0
C1004,충청남도,주공6단지2차아파트,충청남도 천안시 서북구 쌍용대로 289-28,22.95,83400.0,3780000.0
C1004,충청남도,주공6단지2차아파트,충청남도 천안시 서북구 쌍용대로 289-28,23.4,141255.0077852664,6202584.440451398
C1004,충청남도,주공6단지2차아파트,충청남도 천안시 서북구 쌍용대로 289-28,27.23,145654.4091064061,6612855.38966729
C1004,충청남도,주공6단지2차아파트,충청남도 천안시 서북구 쌍용대로 289-28,31.85,150961.25874182786,7107751.417180979
C1004,충청남도,주공6단지2차아파트,충청남도 천안시 서북구 쌍용대로 289-28,32.29,151466.6729928204,7154884.372182283
C1004,충청남도,주공6단지2차아파트,충청남도 천안시 서북구 쌍용대로 289-28,35.13,90050.0,5250000.0
C1004,충청남도,주공6단지2차아파트,충청남도 천안시 서북구 쌍용대로 289-28,36.47,193440.0,11007000.0
C1004,충청남도,주공6단지2차아파트,충청남도 천안시 서북구 쌍용대로 289-28,50.08,190130.0,8400000.0
C1004,충청남도,주공6단지2차아파트,충청남도 천안시 서북구 쌍용대로 289-28,240.22,0.0,0.0
C1875,충청남도,쌍용주공7단지1차아파트,충청남도 천안시 서북구 쌍용11길 57,14.1,63450.0,2619000.0
C1875,충청남도,쌍용주공7단지1차아파트,충청남도 천안시 서북구 쌍용11길 57,18.98,143670.0,5172000.0
C1875,충청남도,쌍용주공7단지1차아파트,충청남도 천안시 서북구 쌍용11길 57,19.36,135137.7158482738,5349831.307820647
C1875,충청남도,쌍용주공7단지1차아파트,충청남도 천안시 서북구 쌍용11길 57,21.46,145068.40558641858,5776367.608594128
C1875,충청남도,쌍용주공7단지1차아파트,충청남도 천안시 서북구 쌍용11길 57,22.83,130000.0,5380000.0
C1875,충청남도,쌍용주공7단지1차아파트,충청남도 천안시 서북구 쌍용11길 57,23.4,271600.0,11140000.0
C1875,충청남도,쌍용주공7단지1차아파트,충청남도 천안시 서북구 쌍용11길 57,27.55,173867.4058270384,7013322.880837223
C1875,충청남도,쌍용주공7단지1차아파트,충청남도 천안시 서북구 쌍용11길 57,29.17,152600.0,5910000.0
C1875,충청남도,쌍용주공7단지1차아파트,충청남도 천안시 서북구 쌍용11길 57,31.92,194532.6982821301,7900924.611494419
C1875,충청남도,쌍용주공7단지1차아파트,충청남도 천안시 서북구 쌍용11길 57,32.6,164800.0,6820000.0
C1875,충청남도,쌍용주공7단지1차아파트,충청남도 천안시 서북구 쌍용11길 57,36.57,216522.08270230785,8845397.848921413
C1875,충청남도,쌍용주공7단지1차아파트,충청남도 천안시 서북구 쌍용11길 57,50.08,282960.0,11709000.0
C1875,충청남도,쌍용주공7단지1차아파트,충청남도 천안시 서북구 쌍용11길 57,240.22,0.0,0.0
C2212,강원도,석사주공3단지아파트,강원도 춘천시 후석로228번길 47,31.84,132000.0,5120000.0
C2212,강원도,석사주공3단지아파트,강원도 춘천시 후석로228번길 47,63.68,264000.0,10240000.0
C2212,강원도,석사주공3단지아파트,강원도 춘천시 후석로228번길 47,137.49,569996.2312,22108944.72
C2571,경상남도,통영도남주공아파트,경상남도 통영시 발개로 153,31.84,71900.0,5580000.0
C2571,경상남도,통영도남주공아파트,경상남도 통영시 발개로 153,126.65,285996.7023,22195571.61
