?⑥?肄붾뱶,珥앹꽭????꾨?嫄대Ъ援щ텇,吏??怨듦툒?좏삎,?꾩슜硫댁쟻,?꾩슜硫댁쟻蹂꾩꽭???怨듦????먭꺽?좏삎,?꾨?蹂댁쬆湲??꾨?猷?吏?섏쿋??踰꾩뒪?뺣쪟???⑥??댁＜李⑤㈃???깅줉李⑤웾???⑥?紐??꾨줈紐낆＜???곕㈃???꾨룄,寃쎈룄,subway_name,subway_dist,?섏듅????珥앹씤援ъ닔,?몃????멸뎄,???щ퉬??????0~19??????20~39??????40~69??????70?몄씠??0~19??鍮꾩쑉,20~39??鍮꾩쑉,40~69??鍮꾩쑉,70?몄씠??鍮꾩쑉,,,,,,,,,,,,,,,,,,,
C1867,678,?꾪뙆??寃쎌긽?⑤룄,援???꾨?,36.52,216,26,A,9972000,100920,0,2,579,374,?ъ쿇?⑺쁽?대㉫?쒖븘?꾪뙆??寃쎌긽?⑤룄 ?ъ쿇???⑺쁽硫?吏꾩궪濡?580,9.82,128.062887,35.0092518,?섎줈?뺣쫱??0.8395907743658441,1,7526,2.03,1,2.170068027,1.173044925,1.094965675,0.650571792,0.167286739,0.173531757,0.486579856,0.172601648,,,
C1867,678,?꾪뙆??寃쎌긽?⑤룄,援???꾨?,36.52,72,26,A,9972000,100920,0,2,579,374,?ъ쿇?⑺쁽?대㉫?쒖븘?꾪뙆??寃쎌긽?⑤룄 ?ъ쿇???⑺쁽硫?吏꾩궪濡?580,9.82,128.062887,35.0092518,?섎줈?뺣쫱??0.8395907743658441,1,7526,2.03,1,2.170068027,1.173044925,1.094965675,0.650571792,0.167286739,0.173531757,0.486579856,0.172601648,,,
C1867,678,?꾪뙆??寃쎌긽?⑤룄,援???꾨?,36.52,124,26,A,9972000,100920,0,2,579,374,?ъ쿇?⑺쁽?대㉫?쒖븘?꾪뙆??寃쎌긽?⑤룄 ?ъ쿇???⑺쁽硫?吏꾩궪濡?580,9.82,128.062887,35.0092518,?섎줈?뺣쫱??0.8395907743658441,1,7526,2.03,1,2.170068027,1.173044925,1.094965675,0.650571792,0.167286739,0.173531757,0.486579856,0.172601648,,,
C1867,678,?꾪뙆??寃쎌긽?⑤룄,援???꾨?,36.52,42,26,A,9972000,100920,0,2,579,374,?ъ쿇?⑺쁽?대㉫?쒖븘?꾪뙆??寃쎌긽?⑤룄 ?ъ쿇???⑺쁽硫?吏꾩궪濡?580,9.82,128.062887,35.0092518,?섎줈?뺣쫱??0.8395907743658441,1,7526,2.03,1,2.170068027,1.173044925,1.094965675,0.650571792,0.167286739,0.173531757,0.486579856,0.172601648,,,
C1867,678,?꾪뙆??寃쎌긽?⑤룄,援???꾨?,46.54,84,26,A,17423000,144180,0,2,579,374,?ъ쿇?⑺쁽?대㉫?쒖븘?꾪뙆??寃쎌긽?⑤룄 ?ъ쿇???⑺쁽硫?吏꾩궪濡?580,9.82,128.062887,35.0092518,?섎줈?뺣쫱??0.8395907743658441,1,7526,2.03,1,2.170068027,1.173044925,1.094965675,0.650571792,0.167286739,0.173531757,0.486579856,0.172601648,,,
C1867,678,?꾪뙆??寃쎌긽?⑤룄,援???꾨?,51.93,140,26,A,21027000,186230,0,2,579,374,?ъ쿇?⑺쁽?대㉫?쒖븘?꾪뙆??寃쎌긽?⑤룄 ?ъ쿇???⑺쁽硫?吏꾩궪濡?580,9.82,128.062887,35.0092518,?섎줈?뺣쫱??0.8395907743658441,1,7526,2.03,1,2.170068027,1.173044925,1.094965675,0.650571792,0.167286739,0.173531757,0.486579856,0.172601648,,,
C2326,632,?꾪뙆??異⑹껌遺곷룄,援???꾨?,36.92,139,15,A,11414000,96110,0,4,478,557,吏꾩쿇踰쎌븫 ?대㉫?쒖븘,異⑹껌遺곷룄 吏꾩쿇援?吏꾩쿇??臾명솕濡?237-19,5208.68,127.4370128,36.86107211,?먯젙??0.28923962125359587,1,30130,2.11,1.06,1.755253399,1.258116361,1.075764224,0.67038835,0.18161301,0.233156323,0.471025556,0.114205111,,
C2326,632,?꾪뙆??異⑹껌遺곷룄,援???꾨?,36.92,43,15,A,11414000,96110,0,4,478,557,吏꾩쿇踰쎌븫 ?대㉫?쒖븘,異⑹껌遺곷룄 吏꾩쿇援?吏꾩쿇??臾명솕濡?237-19,5208.68,127.4370128,36.86107211,?먯젙??0.28923962125359587,1,30130,2.11,1.06,1.755253399,1.258116361,1.075764224,0.67038835,0.18161301,0.233156323,0.471025556,0.114205111,,
C2326,632,?꾪뙆??異⑹껌遺곷룄,援???꾨?,39.89,203,15,A,13216000,114140,0,4,478,557,吏꾩쿇踰쎌븫 ?대㉫?쒖븘,異⑹껌遺곷룄 吏꾩쿇援?吏꾩쿇??臾명솕濡?237-19,5208.68,127.4370128,36.86107211,?먯젙??0.28923962125359587,1,30130,2.11,1.06,1.755253399,1.258116361,1.075764224,0.67038835,0.18161301,0.233156323,0.471025556,0.114205111,,
C2326,632,?꾪뙆??異⑹껌遺곷룄,援???꾨?,39.89,73,15,A,13216000,114140,0,4,478,557,吏꾩쿇踰쎌븫 ?대㉫?쒖븘,異⑹껌遺곷룄 吏꾩쿇援?吏꾩쿇??臾명솕濡?237-19,5208.68,127.4370128,36.86107211,?먯젙??0.28923962125359587,1,30130,2.11,1.06,1.755253399,1.258116361,1.075764224,0.67038835,0.18161301,0.233156323,0.471025556,0.114205111,,
C2326,632,?꾪뙆??異⑹껌遺곷룄,援???꾨?,46.89,174,15,A,17541000,153790,0,4,478,557,吏꾩쿇踰쎌븫 ?대㉫?쒖븘,異⑹껌遺곷룄 吏꾩쿇援?吏꾩쿇??臾명솕濡?237-19,5208.68,127.4370128,36.86107211,?먯젙??0.28923962125359587,1,30130,2.11,1.06,1.755253399,1.258116361,1.075764224,0.67038835,0.18161301,0.233156323,0.471025556,0.114205111,,
C1015,961,?꾪뙆??遺?곌킅??떆,援???꾨?,36.66,340,28,A,9811000,87710,0,3,928,579,遺?곗??ы쑕癒쇱떆??遺?곌킅??떆 媛뺤꽌援?怨쇳븰?곕떒2濡?0踰덇만 35,8215.07,128.8337077,35.15169493,遊됲솴??0.08578685839676363,1,34231,2.12,1.16,2.998348472,1.268699276,1.202002092,0.719662058,0.201893021,0.302153019,0.430545412,0.065408548,,,
C1015,961,?꾪뙆??遺?곌킅??떆,援???꾨?,36.66,56,28,A,9811000,87710,0,3,928,579,遺?곗??ы쑕癒쇱떆??遺?곌킅??떆 媛뺤꽌援?怨쇳븰?곕떒2濡?0踰덇만 35,8215.07,128.8337077,35.15169493,遊됲솴??0.08578685839676363,1,34231,2.12,1.16,2.998348472,1.268699276,1.202002092,0.719662058,0.201893021,0.302153019,0.430545412,0.065408548,,,
C1015,961,?꾪뙆??遺?곌킅??떆,援???꾨?,36.94,79,28,A,9811000,87710,0,3,928,579,遺?곗??ы쑕癒쇱떆??遺?곌킅??떆 媛뺤꽌援?怨쇳븰?곕떒2濡?0踰덇만 35,8215.07,128.8337077,35.15169493,遊됲솴??0.08578685839676363,1,34231,2.12,1.16,2.998348472,1.268699276,1.202002092,0.719662058,0.201893021,0.302153019,0.430545412,0.065408548,,,
C1015,961,?꾪뙆??遺?곌킅??떆,援???꾨?,46.03,40,28,A,15583000,140810,0,3,928,579,遺?곗??ы쑕癒쇱떆??遺?곌킅??떆 媛뺤꽌援?怨쇳븰?곕떒2濡?0踰덇만 35,8215.07,128.8337077,35.15169493,遊됲솴??0.08578685839676363,1,34231,2.12,1.16,2.998348472,1.268699276,1.202002092,0.719662058,0.201893021,0.302153019,0.430545412,0.065408548,,,
C1015,961,?꾪뙆??遺?곌킅??떆,援???꾨?,46.46,245,28,A,15583000,140810,0,3,928,579,遺?곗??ы쑕癒쇱떆??遺?곌킅??떆 媛뺤꽌援?怨쇳븰?곕떒2濡?0踰덇만 35,8215.07,128.8337077,35.15169493,遊됲솴??0.08578685839676363,1,34231,2.12,1.16,2.998348472,1.268699276,1.202002092,0.719662058,0.201893021,0.302153019,0.430545412,0.065408548,,,
C1015,961,?꾪뙆??遺?곌킅??떆,援???꾨?,46.46,95,28,A,15583000,140810,0,3,928,579,遺?곗??ы쑕癒쇱떆??遺?곌킅??떆 媛뺤꽌援?怨쇳븰?곕떒2濡?0踰덇만 35,8215.07,128.8337077,35.15169493,遊됲솴??0.08578685839676363,1,34231,2.12,1.16,2.998348472,1.268699276,1.202002092,0.719662058,0.201893021,0.302153019,0.430545412,0.065408548,,,
C1015,961,?꾪뙆??遺?곌킅??떆,援???꾨?,59.48,88,28,A,25394000,201990,0,3,928,579,遺?곗??ы쑕癒쇱떆??遺?곌킅??떆 媛뺤꽌援?怨쇳븰?곕떒2濡?0踰덇만 35,8215.07,128.8337077,35.15169493,遊됲솴??0.08578685839676363,1,34231,2.12,1.16,2.998348472,1.268699276,1.202002092,0.719662058,0.201893021,0.302153019,0.430545412,0.065408548,,,
C1015,961,?꾪뙆??遺?곌킅??떆,援???꾨?,59.69,18,28,A,25394000,201990,0,3,928,579,遺?곗??ы쑕癒쇱떆??遺?곌킅??떆 媛뺤꽌援?怨쇳븰?곕떒2濡?0踰덇만 35,8215.07,128.8337077,35.15169493,遊됲솴??0.08578685839676363,1,34231,2.12,1.16,2.998348472,1.268699276,1.202002092,0.719662058,0.201893021,0.302153019,0.430545412,0.065408548,,,
C1620,1232,?꾪뙆??愿묒＜愿묒뿭??援???꾨?,36.37,684,22,A,15620000,90110,0,4,1181,1101,泥⑤떒?대㉫?쒖븘1?⑥?,愿묒＜愿묒뿭??遺곴뎄 泥⑤떒?곗떊濡?250,6033.53,126.8576044,35.2083839,?띿큿??0.058028612012999005,1,30052,2.55,0.98,2.314054054,0.991417305,0.961887772,0.603773585,0.275023293,0.285671503,0.402535605,0.036769599,,,
C1620,1232,?꾪뙆??愿묒＜愿묒뿭??援???꾨?,36.37,25,22,A,15620000,90110,0,4,1181,1101,泥⑤떒?대㉫?쒖븘1?⑥?,愿묒＜愿묒뿭??遺곴뎄 泥⑤떒?곗떊濡?250,6033.53,126.8576044,35.2083839,?띿큿??0.058028612012999005,1,30052,2.55,0.98,2.314054054,0.991417305,0.961887772,0.603773585,0.275023293,0.285671503,0.402535605,0.036769599,,,
C1620,1232,?꾪뙆??愿묒＜愿묒뿭??援???꾨?,46.72,262,22,A,25233000,141770,0,4,1181,1101,泥⑤떒?대㉫?쒖븘1?⑥?,愿묒＜愿묒뿭??遺곴뎄 泥⑤떒?곗떊濡?250,6033.53,126.8576044,35.2083839,?띿큿??0.058028612012999005,1,30052,2.55,0.98,2.314054054,0.991417305,0.961887772,0.603773585,0.275023293,0.285671503,0.402535605,0.036769599,,,
C1620,1232,?꾪뙆??愿묒＜愿묒뿭??援???꾨?,46.72,87,22,A,25233000,141770,0,4,1181,1101,泥⑤떒?대㉫?쒖븘1?⑥?,愿묒＜愿묒뿭??遺곴뎄 泥⑤떒?곗떊濡?250,6033.53,126.8576044,35.2083839,?띿큿??0.058028612012999005,1,30052,2.55,0.98,2.314054054,0.991417305,0.961887772,0.603773585,0.275023293,0.285671503,0.402535605,0.036769599,,,
C1620,1232,?꾪뙆??愿묒＜愿묒뿭??援???꾨?,46.74,174,22,A,25233000,141770,0,4,1181,1101,泥⑤떒?대㉫?쒖븘1?⑥?,愿묒＜愿묒뿭??遺곴뎄 泥⑤떒?곗떊濡?250,6033.53,126.8576044,35.2083839,?띿큿??0.058028612012999005,1,30052,2.55,0.98,2.314054054,0.991417305,0.961887772,0.603773585,0.275023293,0.285671503,0.402535605,0.036769599,,,
C1049,676,?꾪뙆??愿묒＜愿묒뿭??援???꾨?,36.37,369,18,A,15620000,90110,0,3,658,762,泥⑤떒?대㉫?쒖븘2?⑥?,愿묒＜愿묒뿭??遺곴뎄 泥⑤떒?곗떊濡?245,4474.19,126.8598571,35.20885524,?띿큿??0.05807220008085035,1,30052,2.55,0.98,2.314054054,0.991417305,0.961887772,0.603773585,0.275023293,0.285671503,0.402535605,0.036769599,,,
C1049,676,?꾪뙆??愿묒＜愿묒뿭??援???꾨?,36.37,20,18,A,15620000,90110,0,3,658,762,泥⑤떒?대㉫?쒖븘2?⑥?,愿묒＜愿묒뿭??遺곴뎄 泥⑤떒?곗떊濡?245,4474.19,126.8598571,35.20885524,?띿큿??0.05807220008085035,1,30052,2.55,0.98,2.314054054,0.991417305,0.961887772,0.603773585,0.275023293,0.285671503,0.402535605,0.036769599,,,
C1049,676,?꾪뙆??愿묒＜愿묒뿭??援???꾨?,51.44,152,18,A,31242000,175410,0,3,658,762,泥⑤떒?대㉫?쒖븘2?⑥?,愿묒＜愿묒뿭??遺곴뎄 泥⑤떒?곗떊濡?245,4474.19,126.8598571,35.20885524,?띿큿??0.05807220008085035,1,30052,2.55,0.98,2.314054054,0.991417305,0.961887772,0.603773585,0.275023293,0.285671503,0.402535605,0.036769599,,,
C1049,676,?꾪뙆??愿묒＜愿묒뿭??援???꾨?,51.72,45,18,A,31242000,175410,0,3,658,762,泥⑤떒?대㉫?쒖븘2?⑥?,愿묒＜愿묒뿭??遺곴뎄 泥⑤떒?곗떊濡?245,4474.19,126.8598571,35.20885524,?띿큿??0.05807220008085035,1,30052,2.55,0.98,2.314054054,0.991417305,0.961887772,0.603773585,0.275023293,0.285671503,0.402535605,0.036769599,,,
C1049,676,?꾪뙆??愿묒＜愿묒뿭??援???꾨?,51.79,90,18,A,31242000,175410,0,3,658,762,泥⑤떒?대㉫?쒖븘2?⑥?,愿묒＜愿묒뿭??遺곴뎄 泥⑤떒?곗떊濡?245,4474.19,126.8598571,35.20885524,?띿큿??0.05807220008085035,1,30052,2.55,0.98,2.314054054,0.991417305,0.961887772,0.603773585,0.275023293,0.285671503,0.402535605,0.036769599,,,
C2000,1300,?꾪뙆??寃쎌긽?⑤룄,援???꾨?,36.65,240,21,A,10813000,90110,0,2,1082,795,?묒궛湲덉궛?대㉫?쒖븘,寃쎌긽?⑤룄 ?묒궛???숇㈃ 湲덉궛2湲?12,6726.172,129.0259022,35.30186959,遺?곕??묒궛罹좏띁?ㅼ뿭,0.019119082,1,35086,2.44,1.03,2.743859649,1.06547619,1.035258519,0.813921433,0.217038135,0.267029584,0.440916605,0.075015676,
C2000,1300,?꾪뙆??寃쎌긽?⑤룄,援???꾨?,36.65,30,21,A,10813000,90110,0,2,1082,795,?묒궛湲덉궛?대㉫?쒖븘,寃쎌긽?⑤룄 ?묒궛???숇㈃ 湲덉궛2湲?12,6726.172,129.0259022,35.30186959,遺?곕??묒궛罹좏띁?ㅼ뿭,0.019119082,1,35086,2.44,1.03,2.743859649,1.06547619,1.035258519,0.813921433,0.217038135,0.267029584,0.440916605,0.075015676,
C2000,1300,?꾪뙆??寃쎌긽?⑤룄,援???꾨?,39.48,180,21,A,13697000,114140,0,2,1082,795,?묒궛湲덉궛?대㉫?쒖븘,寃쎌긽?⑤룄 ?묒궛???숇㈃ 湲덉궛2湲?12,6726.172,129.0259022,35.30186959,遺?곕??묒궛罹좏띁?ㅼ뿭,0.019119082,1,35086,2.44,1.03,2.743859649,1.06547619,1.035258519,0.813921433,0.217038135,0.267029584,0.440916605,0.075015676,
C2000,1300,?꾪뙆??寃쎌긽?⑤룄,援???꾨?,46.9,135,21,A,19225000,169420,0,2,1082,795,?묒궛湲덉궛?대㉫?쒖븘,寃쎌긽?⑤룄 ?묒궛???숇㈃ 湲덉궛2湲?12,6726.172,129.0259022,35.30186959,遺?곕??묒궛罹좏띁?ㅼ뿭,0.019119082,1,35086,2.44,1.03,2.743859649,1.06547619,1.035258519,0.813921433,0.217038135,0.267029584,0.440916605,0.075015676,
C2000,1300,?꾪뙆??寃쎌긽?⑤룄,援???꾨?,46.9,496,21,A,19225000,169420,0,2,1082,795,?묒궛湲덉궛?대㉫?쒖븘,寃쎌긽?⑤룄 ?묒궛???숇㈃ 湲덉궛2湲?12,6726.172,129.0259022,35.30186959,遺?곕??묒궛罹좏띁?ㅼ뿭,0.019119082,1,35086,2.44,1.03,2.743859649,1.06547619,1.035258519,0.813921433,0.217038135,0.267029584,0.440916605,0.075015676,
C2000,1300,?꾪뙆??寃쎌긽?⑤룄,援???꾨?,46.9,69,21,A,19225000,169420,0,2,1082,795,?묒궛湲덉궛?대㉫?쒖븘,寃쎌긽?⑤룄 ?묒궛???숇㈃ 湲덉궛2湲?12,6726.172,129.0259022,35.30186959,遺?곕??묒궛罹좏띁?ㅼ뿭,0.019119082,1,35086,2.44,1.03,2.743859649,1.06547619,1.035258519,0.813921433,0.217038135,0.267029584,0.440916605,0.075015676,
C2000,1300,?꾪뙆??寃쎌긽?⑤룄,援???꾨?,59.88,150,21,A,26435000,219880,0,2,1082,795,?묒궛湲덉궛?대㉫?쒖븘,寃쎌긽?⑤룄 ?묒궛???숇㈃ 湲덉궛2湲?12,6726.172,129.0259022,35.30186959,遺?곕??묒궛罹좏띁?ㅼ뿭,0.019119082,1,35086,2.44,1.03,2.743859649,1.06547619,1.035258519,0.813921433,0.217038135,0.267029584,0.440916605,0.075015676,
C2097,998,?꾪뙆??寃쎌긽遺곷룄,援???꾨?,33.8,184,29,A,13158000,90020,0,2,1240,995,援щ??κ퀎 ?대㉫?쒖븘2?⑥?,寃쎌긽遺곷룄 援щ????κ퀎遺곷줈 43-52,11191.17,128.4251859,36.14256188,移좉끝寃쎈?蹂묒썝??0.22817871504471207,1,46540,2.5,1.09,2.127932437,1.147651007,1.112559809,0.543424318,0.284379029,0.309411259,0.379480017,0.026729695,,
C2097,998,?꾪뙆??寃쎌긽遺곷룄,援???꾨?,39.9,121,29,A,16737000,110790,0,2,1240,995,援щ??κ퀎 ?대㉫?쒖븘2?⑥?,寃쎌긽遺곷룄 援щ????κ퀎遺곷줈 43-52,11191.17,128.4251859,36.14256188,移좉끝寃쎈?蹂묒썝??0.22817871504471207,1,46540,2.5,1.09,2.127932437,1.147651007,1.112559809,0.543424318,0.284379029,0.309411259,0.379480017,0.026729695,,
C2097,998,?꾪뙆??寃쎌긽遺곷룄,援???꾨?,39.99,122,29,A,16737000,110790,0,2,1240,995,援щ??κ퀎 ?대㉫?쒖븘2?⑥?,寃쎌긽遺곷룄 援щ????κ퀎遺곷줈 43-52,11191.17,128.4251859,36.14256188,移좉끝寃쎈?蹂묒썝??0.22817871504471207,1,46540,2.5,1.09,2.127932437,1.147651007,1.112559809,0.543424318,0.284379029,0.309411259,0.379480017,0.026729695,,
C2097,998,?꾪뙆??寃쎌긽遺곷룄,援???꾨?,39.99,124,29,A,16737000,110790,0,2,1240,995,援щ??κ퀎 ?대㉫?쒖븘2?⑥?,寃쎌긽遺곷룄 援щ????κ퀎遺곷줈 43-52,11191.17,128.4251859,36.14256188,移좉끝寃쎈?蹂묒썝??0.22817871504471207,1,46540,2.5,1.09,2.127932437,1.147651007,1.112559809,0.543424318,0.284379029,0.309411259,0.379480017,0.026729695,,
C2097,998,?꾪뙆??寃쎌긽遺곷룄,援???꾨?,46.7,115,29,E,76506000,39840,0,2,1240,995,援щ??κ퀎 ?대㉫?쒖븘2?⑥?,寃쎌긽遺곷룄 援щ????κ퀎遺곷줈 43-52,11191.17,128.4251859,36.14256188,移좉끝寃쎈?蹂묒썝??0.22817871504471207,1,46540,2.5,1.09,2.127932437,1.147651007,1.112559809,0.543424318,0.284379029,0.309411259,0.379480017,0.026729695,,
C2097,998,?꾪뙆??寃쎌긽遺곷룄,援???꾨?,46.75,244,29,E,76506000,39840,0,2,1240,995,援щ??κ퀎 ?대㉫?쒖븘2?⑥?,寃쎌긽遺곷룄 援щ????κ퀎遺곷줈 43-52,11191.17,128.4251859,36.14256188,移좉끝寃쎈?蹂묒썝??0.22817871504471207,1,46540,2.5,1.09,2.127932437,1.147651007,1.112559809,0.543424318,0.284379029,0.309411259,0.379480017,0.026729695,,
C2097,998,?꾪뙆??寃쎌긽遺곷룄,援???꾨?,59.61,88,29,A,34398000,228540,0,2,1240,995,援щ??κ퀎 ?대㉫?쒖븘2?⑥?,寃쎌긽遺곷룄 援щ????κ퀎遺곷줈 43-52,11191.17,128.4251859,36.14256188,移좉끝寃쎈?蹂묒썝??0.22817871504471207,1,46540,2.5,1.09,2.127932437,1.147651007,1.112559809,0.543424318,0.284379029,0.309411259,0.379480017,0.026729695,,
C1668,493,?꾪뙆???꾨씪?⑤룄,援???꾨?,36.16,75,7,A,9611000,75690,0,4,421,288,臾댁븞?깅궡?대㉫?쒖븘,?꾨씪?⑤룄 臾댁븞援?臾댁븞??怨듯빆濡?75-9,2609.04,126.4739004,34.9926398,?됰룞??0.323845100308796,1,10782,2.01,1,1.803001876,1.215551181,1.022498996,0.623655914,0.170283806,0.208773882,0.46688926,0.154053051,,
C1668,493,?꾪뙆???꾨씪?⑤룄,援???꾨?,36.16,15,7,A,9611000,75690,0,4,421,288,臾댁븞?깅궡?대㉫?쒖븘,?꾨씪?⑤룄 臾댁븞援?臾댁븞??怨듯빆濡?75-9,2609.04,126.4739004,34.9926398,?됰룞??0.323845100308796,1,10782,2.01,1,1.803001876,1.215551181,1.022498996,0.623655914,0.170283806,0.208773882,0.46688926,0.154053051,,
C1668,493,?꾪뙆???꾨씪?⑤룄,援???꾨?,36.16,116,7,A,9611000,75690,0,4,421,288,臾댁븞?깅궡?대㉫?쒖븘,?꾨씪?⑤룄 臾댁븞援?臾댁븞??怨듯빆濡?75-9,2609.04,126.4739004,34.9926398,?됰룞??0.323845100308796,1,10782,2.01,1,1.803001876,1.215551181,1.022498996,0.623655914,0.170283806,0.208773882,0.46688926,0.154053051,,
C1668,493,?꾪뙆???꾨씪?⑤룄,援???꾨?,36.38,15,7,A,9611000,75690,0,4,421,288,臾댁븞?깅궡?대㉫?쒖븘,?꾨씪?⑤룄 臾댁븞援?臾댁븞??怨듯빆濡?75-9,2609.04,126.4739004,34.9926398,?됰룞??0.323845100308796,1,10782,2.01,1,1.803001876,1.215551181,1.022498996,0.623655914,0.170283806,0.208773882,0.46688926,0.154053051,,
C1668,493,?꾪뙆???꾨씪?⑤룄,援???꾨?,46.61,100,7,A,14418000,120150,0,4,421,288,臾댁븞?깅궡?대㉫?쒖븘,?꾨씪?⑤룄 臾댁븞援?臾댁븞??怨듯빆濡?75-9,2609.04,126.4739004,34.9926398,?됰룞??0.323845100308796,1,10782,2.01,1,1.803001876,1.215551181,1.022498996,0.623655914,0.170283806,0.208773882,0.46688926,0.154053051,,
C1668,493,?꾪뙆???꾨씪?⑤룄,援???꾨?,46.61,52,7,A,14418000,120150,0,4,421,288,臾댁븞?깅궡?대㉫?쒖븘,?꾨씪?⑤룄 臾댁븞援?臾댁븞??怨듯빆濡?75-9,2609.04,126.4739004,34.9926398,?됰룞??0.323845100308796,1,10782,2.01,1,1.803001876,1.215551181,1.022498996,0.623655914,0.170283806,0.208773882,0.46688926,0.154053051,,
C1668,493,?꾪뙆???꾨씪?⑤룄,援???꾨?,51.75,120,7,A,19225000,146580,0,4,421,288,臾댁븞?깅궡?대㉫?쒖븘,?꾨씪?⑤룄 臾댁븞援?臾댁븞??怨듯빆濡?75-9,2609.04,126.4739004,34.9926398,?됰룞??0.323845100308796,1,10782,2.01,1,1.803001876,1.215551181,1.022498996,0.623655914,0.170283806,0.208773882,0.46688926,0.154053051,,
C1689,1117,?꾪뙆??寃쎄린??援???꾨?,26.95,186,4,A,18557000,126470,1,3,985,960,愿묎탳留덉쓣 41?⑥?,寃쎄린???⑹씤???섏?援?愿묎탳留덉쓣濡?90,13148.93,127.0742389,37.29632308,?곹쁽??0.0051026643586474865,1,41112.5,2.81,0.935,1.813249459,0.926457069,0.927555192,0.80979418,0.222049255,0.25486166,0.430051687,0.093037397,,,
C1689,1117,?꾪뙆??寃쎄린??援???꾨?,36.78,168,4,A,26122000,178480,1,3,985,960,愿묎탳留덉쓣 41?⑥?,寃쎄린???⑹씤???섏?援?愿묎탳留덉쓣濡?90,13148.93,127.0742389,37.29632308,?곹쁽??0.0051026643586474865,1,41112.5,2.81,0.935,1.813249459,0.926457069,0.927555192,0.80979418,0.222049255,0.25486166,0.430051687,0.093037397,,,
C1689,1117,?꾪뙆??寃쎄린??援???꾨?,36.87,276,4,A,26122000,178480,1,3,985,960,愿묎탳留덉쓣 41?⑥?,寃쎄린???⑹씤???섏?援?愿묎탳留덉쓣濡?90,13148.93,127.0742389,37.29632308,?곹쁽??0.0051026643586474865,1,41112.5,2.81,0.935,1.813249459,0.926457069,0.927555192,0.80979418,0.222049255,0.25486166,0.430051687,0.093037397,,,
C1689,1117,?꾪뙆??寃쎄린??援???꾨?,46.48,122,4,A,42909000,291970,1,3,985,960,愿묎탳留덉쓣 41?⑥?,寃쎄린???⑹씤???섏?援?愿묎탳留덉쓣濡?90,13148.93,127.0742389,37.29632308,?곹쁽??0.0051026643586474865,1,41112.5,2.81,0.935,1.813249459,0.926457069,0.927555192,0.80979418,0.222049255,0.25486166,0.430051687,0.093037397,,,
C1689,1117,?꾪뙆??寃쎄린??援???꾨?,46.75,16,4,A,42909000,291970,1,3,985,960,愿묎탳留덉쓣 41?⑥?,寃쎄린???⑹씤???섏?援?愿묎탳留덉쓣濡?90,13148.93,127.0742389,37.29632308,?곹쁽??0.0051026643586474865,1,41112.5,2.81,0.935,1.813249459,0.926457069,0.927555192,0.80979418,0.222049255,0.25486166,0.430051687,0.093037397,,,
C1689,1117,?꾪뙆??寃쎄린??援???꾨?,46.75,98,4,A,42909000,291970,1,3,985,960,愿묎탳留덉쓣 41?⑥?,寃쎄린???⑹씤???섏?援?愿묎탳留덉쓣濡?90,13148.93,127.0742389,37.29632308,?곹쁽??0.0051026643586474865,1,41112.5,2.81,0.935,1.813249459,0.926457069,0.927555192,0.80979418,0.222049255,0.25486166,0.430051687,0.093037397,,,
C1689,1117,?꾪뙆??寃쎄린??援???꾨?,46.75,30,4,A,42909000,291970,1,3,985,960,愿묎탳留덉쓣 41?⑥?,寃쎄린???⑹씤???섏?援?愿묎탳留덉쓣濡?90,13148.93,127.0742389,37.29632308,?곹쁽??0.0051026643586474865,1,41112.5,2.81,0.935,1.813249459,0.926457069,0.927555192,0.80979418,0.222049255,0.25486166,0.430051687,0.093037397,,,
C1689,1117,?꾪뙆??寃쎄린??援???꾨?,46.95,73,4,A,42909000,291970,1,3,985,960,愿묎탳留덉쓣 41?⑥?,寃쎄린???⑹씤???섏?援?愿묎탳留덉쓣濡?90,13148.93,127.0742389,37.29632308,?곹쁽??0.0051026643586474865,1,41112.5,2.81,0.935,1.813249459,0.926457069,0.927555192,0.80979418,0.222049255,0.25486166,0.430051687,0.093037397,,,
C1689,1117,?꾪뙆??寃쎄린??援???꾨?,51.94,100,4,A,55558000,348700,1,3,985,960,愿묎탳留덉쓣 41?⑥?,寃쎄린???⑹씤???섏?援?愿묎탳留덉쓣濡?90,13148.93,127.0742389,37.29632308,?곹쁽??0.0051026643586474865,1,41112.5,2.81,0.935,1.813249459,0.926457069,0.927555192,0.80979418,0.222049255,0.25486166,0.430051687,0.093037397,,,
C1689,1117,?꾪뙆??寃쎄린??援???꾨?,51.94,48,4,A,55558000,348700,1,3,985,960,愿묎탳留덉쓣 41?⑥?,寃쎄린???⑹씤???섏?援?愿묎탳留덉쓣濡?90,13148.93,127.0742389,37.29632308,?곹쁽??0.0051026643586474865,1,41112.5,2.81,0.935,1.813249459,0.926457069,0.927555192,0.80979418,0.222049255,0.25486166,0.430051687,0.093037397,,,
C1234,307,?꾪뙆??媛뺤썝??援???꾨?,51.86,215,1,A,21606000,142330,0,2,219,311,媛뺣쫱?뚯궛二쇨났?꾪뙆??媛뺤썝??媛뺣쫱??媛뺣?濡?94,226.24,128.8792828,37.74390792,?좉린??0.4479930610900221,1,16592,2.15,0.99,2.009395973,1.102717642,0.978950173,0.689134809,0.176048698,0.275132594,0.447625362,0.101193346,,,,
