단지명,도로명주소,위도,경도
"보성회정(전남,주1) 1단지",전라남도 보성군 벌교읍 못골길 12,127.35671688899578,34.84751543435681
성주자연숲빌리지,충청남도 보령시 성주면 화장골길 130,126.651610595633,36.3298515375512
LH 천년나무 1단지,광주광역시 남구 효우로 262,126.88807147982521,35.10405648521291
"부산감전(06,주6) 1단지",부산광역시 사상구 백양대로 539,128.993785553358,35.1560831253695
경남혁신도시 5단지,경상남도 진주시 충의로 67,128.15285502540817,35.17801149977058
대구옥포 천년나무2단지,대구광역시 달성군 옥포읍 돌미로 51,128.439667977925,35.7800720569581
청주율량2 LH9단지,충청북도 청주시 청원구 율중로7번길 77,127.5104174706964,36.6604685357385
별빛마을 3-5단지,경기도 남양주시 별내4로 62,127.117854756845,37.6476959624375
별사랑마을 2-10단지,경기도 남양주시 별내3로 251,127.11947846048213,37.65967378729375
전북혁신 9단지,전라북도 완주군 이서면 갈산1로 72,127.05344235804583,35.836284412968304
제주삼화 LH아파트 3단지,제주특별자치도 제주시 화삼로 110,126.58651955371637,33.51445253411716
속초조양 LH천년나무3단지,강원도 속초시 온정로 23,128.59170875899247,38.18637955144871
율정마을,경기도 양주시 옥정동로 257,127.097002511914,37.8300062538454
포항장량 천년나무 6단지,경상북도 포항시 북구 장량중앙로100번길 1,129.39331979712583,36.08781709928032
광주전남혁신(A-3BL) 5단지,전라남도 나주시 월정3길 17,126.793637374867,35.0125657729214
"대전관저5(05,국민,GB) 1단지",대전광역시 서구 구봉산북로 212,127.34390431074549,36.2930782810766
별사랑마을 2-7단지,경기도 남양주시 별내3로 159,127.12530200829,37.6532779833273
별사랑마을 2-9단지,경기도 남양주시 별내3로 114,127.125947952901,37.6492589138515
대구신서 LH천년나무 6단지(A-2),대구광역시 동구 과학로 23,128.714841905115,35.8808078118391
태백소도,강원도 태백시 소도길 59,128.976328248796,37.1379047531502
양산신도시LH아파트5단지,경상남도 양산시 물금읍 새실로 54,128.994678257501,35.311558953939354
광주효천2 천년나무 6단지,광주광역시 남구 효우2로 90,126.883734787956,35.0993220263021
대구옥포LH천년나무3단지,대구광역시 달성군 옥포읍 돌미로2길 15,128.438828579313,35.7771875263218
관저 LH다온숲 3단지,대전광역시 서구 구봉산북로 165,127.3389006169199,36.29313312109982
충주안림 LH천년나무1단지,충청북도 충주시 봉현로 365,127.94502716671087,36.97785604442366
강원혁신A-1블 푸른숨 10단지 국민임대,강원도 원주시 혁신로 350,127.98120390831757,37.33628389854929
구리갈매 이스트힐,경기도 구리시 갈매중앙로 132,127.12105282548052,37.63465818857806
양산신도시  LH 2단지,경상남도 양산시 물금읍 물금2길 50,128.992766699177,35.3099575895724
양산신도시 LH 1단지,경상남도 양산시 물금읍 청운로 41,128.9897874843492,35.30960204683233
서귀포남원 LH아파트,제주특별자치도 서귀포시 남원읍 남원체육관로 342,126.722023364674,33.28096979122
제천강저4단지,충청북도 제천시 청풍호로7길 40,128.2066687403745,37.12414679887727
배꽃마을 4단지,경기도 평택시 비전2로 110,127.10158156316974,37.00207807973736
강릉회산2,강원도 강릉시 강변로 58,128.876505649506,37.7427837855105
"구리갈매(09,보금4) 1단지",경기도 구리시 갈매순환로 143,127.12052196187119,37.632852256817706
"증평송산(국민,2) 3단지",충청북도 증평군 증평읍 송산로4길 14,127.5824108564083,36.79138952891281
대전도안서남부(01.택) 11단지,대전광역시 유성구 봉명로 16,127.346075091304,36.3404380940168
"부여규암(07,주1) 1단지",충청남도 부여군 규암면 내동로 26,126.882581251447,36.2692875754653
광주선운3(공임리츠),광주광역시 광산구 선운로 65,126.7779490497161,35.15032676414987
LH 천년나무 2단지,대구광역시 달성군 현풍읍 테크노북로2길 30,128.4521483585,35.6907843788888
새뜸마을 7단지 아파트,세종특별자치시 새롬중앙로 89,127.24874021908882,36.48928752989121
천년나무4단지,충청북도 진천군 덕산읍 연미로 87,127.52791747048728,36.9046744820856
대구신서혁신 LH천년나무 13단지(A-5),대구광역시 동구 초례로 66,128.752818097945,35.8805136124169
대구테크노폴리스 4단지(10년공임),대구광역시 달성군 유가읍 테크노상업로 111,128.46219621128,35.6946387605428
평택소사벌 B-2BL(공임리츠),경기도 평택시 비전4로 175,127.10358254774691,37.00958235598776
가재마을 1단지,세종특별자치시 도움1로 145,127.2425983957714,36.50098907808502
부산전포아파트,부산광역시 부산진구 중앙대로 862,129.067881687696,35.1667756113388
부천옥길 LH 1단지,경기도 부천시 양지로 134,126.81723268888763,37.4707027142758
상주함창 A-1BL 국민임대,경상북도 상주시 함창읍 함령길 138,128.18258124433535,36.572205646732264
"담양백동2(07,국민+영구)",전라남도 담양군 담양읍 미리산길 46,126.98703758325,35.3124244279111
충주안림 LH천년나무 2단지,충청북도 충주시 월촌5길 12,127.94441066702751,36.979043130063275
서귀포강정LH아파트,제주특별자치도 서귀포시 대청로25번길 9,126.502952231906,33.2536060001878
안성아양1단지,경기도 안성시 아양로 52,127.25951922002844,37.00648380361264
경북김천혁신 Aa-1BL 국민임대주택,경상북도 김천시 해오름1로 17,128.17334573419183,36.121152422958495
위례35단지 아파트,경기도 성남시 수정구 위례광장로 311,127.144927932108,37.4726094605531
남양주미리내마을4-2단지,경기도 남양주시 별내4로 25,127.11418366470166,37.64712114156751
미리내마을4-3단지,경기도 남양주시 별내4로 7,127.112303486904,37.6453984643173
대구신서혁신 LH천년나무10단지(A-3),대구광역시 동구 메디밸리로 18,128.75094292664934,35.87399884244312
김해진영 휴먼시아 6단지,경상남도 김해시 진영읍 김해대로 463,128.74117973981845,35.30737163086514
혁신도시 엔에이치에프 10단지,경상남도 진주시 에나로228번길 10,128.14330566516165,35.170006576805505
부산정관 7단지(A-1BL),부산광역시 기장군 정관읍 모전로 41,129.16843969193567,35.33855688222704
충주첨단 행복주택,충청북도 충주시 대소원면 첨단쉼터8길 19,127.82249915411,36.988239222407
옥정천년나무8단지,경기도 양주시 옥정동로 258,127.1003338953077,37.83065935844883
옥정천년나무16단지,경기도 양주시 회천남로 115,127.089353440123,37.8169592500129
강릉미디어촌7,강원도 강릉시 선수촌로 36,128.86964394125036,37.75375527290196
원주태장5 국민임대주택,강원도 원주시 치악로 2050,127.96229586597168,37.3620491018432
이스트시티,대전광역시 동구 동대전로46번길 120,127.43990132567707,36.32373717447397
창원자은3 LH천년나무,경상남도 창원시 진해구 냉천로 192,128.71617479764,35.155627010856
성남여수1,경기도 성남시 중원구 둔촌대로63번길 11,127.1251477746934,37.431167451326225
효천LH천년나무7단지,광주광역시 남구 행암길 9,126.896242363353,35.1026720417689
혁신도시 LH아파트 3단지,경상남도 진주시 대밭골로 91,128.152496861317,35.1806340716788
해들마을 5단지,세종특별자치시 대평로 56,127.28075203625102,36.47344443682102
위례A2-1BL,경기도 성남시 수정구 위례순환로 17,127.13480932726247,37.473430544532754
NHF 창원대산1,경상남도 창원시 의창구 대산면 주남로 514,128.70641712784132,35.32982868287185
센트럴빌리지(리츠9호),경상남도 창원시 진해구 냉천로 189,128.71588603560136,35.157552508976494
군포송정 A2블록,경기도 군포시 송부로96번길 30,126.924403197538,37.3143050892466
수목원호정포레스트,대구광역시 달서구 갈밭남로 17,128.53053542164608,35.80061003263573
양주옥정 A-21(1)(공임리츠),경기도 양주시 옥정동로 106,127.10067984997738,37.8169122736147
양주옥정 A-21(2)(공임리츠),경기도 양주시 옥정동로 104,127.10110356697164,37.81531721615912
춘천거두2 행복주택,강원도 춘천시 동내면 거두택지길 70,127.759267489029,37.8544611302284
부산명지 B8블록,부산광역시 강서구 명지국제5로 165,128.92058102982676,35.1091425068013
목포용해2 6-1BL,전라남도 목포시 연산백련로1번길 51,126.388090327672,34.8156203552064
서울오류 행복주택,서울특별시 구로구 경인로20가길 68,126.84775036897348,37.49579669700216
대구테크노폴리스 LH천년나무3단지,대구광역시 달성군 현풍읍 테크노북로4길 27,128.45571157886664,35.69483001743869
익산인화 행복주택,전라북도 익산시 목천로 320,126.9542333552589,35.92679396207674
순천선평3(국민+영구),전라남도 순천시 서면 선평동선길 36,127.49732729418031,34.98785941049416
하동읍내 LH천년나무,경상남도 하동군 하동읍 군청로 24,127.750702786939,35.0666982296227
부천옥길 행복주택(A4BL),경기도 부천시 양지로 151,126.819601724619,37.4708667344393
울산남구(행복),울산광역시 남구 여천로12번길 50,129.33994093707497,35.520043603362666
전주반월(2)지구 국민임대,전라북도 전주시 덕진구 혁신로 665,127.072909133417,35.8715592351889
제주봉개LH아파트,제주특별자치도 제주시 번영로 528,126.59507441988828,33.48853017480838
여수수정,전라남도 여수시 이순신광장로 260,127.749330088158,34.7428198586803
웅촌,울산광역시 울주군 웅촌면 곡천검단로 159,129.19321943582727,35.45720060414022
가온마을9단지,세종특별자치시 다정북로 183,127.25052334101878,36.497168921163734
옥포르상트레빌,대구광역시 달성군 옥포읍 금계길 12,128.448909934289,35.7845696469685
양양물치,강원도 양양군 강현면 물치천로 70-17,128.599371632282,38.1529180474551
전주효천 A3블록,전라북도 전주시 완산구 효천중앙로 50,127.10707025049672,35.797255550465465
울산송정하우스디,울산광역시 북구 화산로 140,129.36640380852447,35.60500597505684
양주옥정3단지,경기도 양주시 옥정서로 254,127.08849417770152,37.835427692806164
김천삼락 1블록 행복주택,경상북도 김천시 물망골길 71,128.0975399374271,36.14454697046463
진주문산 LH아파트,경상남도 진주시 문산읍 월아산로 1047-14,128.162915764409,35.1657532406381
부천중동1 행복주택,경기도 부천시 중동로 88,126.7653473763644,37.48763019848591
서귀포혁신도시 LH3단지,제주특별자치도 서귀포시 서호중앙로 56-13,126.52119021873966,33.25256224424708
남양주별내 A1-2 행복주택리츠,경기도 남양주시 덕송3로 30,127.11469963559676,37.669481198430525
대전봉산 A3BL 행복주택,대전광역시 유성구 와룡로136번길 97,127.38657015863664,36.438708091814085
김해율하2 A3블록,경상남도 김해시 율하5로 14,128.825110184145,35.1641027945044
성남고등 A-1 행복주택리츠,경기도 성남시 수정구 고등로 57,127.0989235947696,37.431057153713155
청주동남A-4블록(공임리츠),충청북도 청주시 상당구 동남로 187,127.52316037497133,36.609702327960996
원주태장LH 천년나무 6단지,강원도 원주시 치악로 1989,127.95577579492745,37.35918274980669
광주첨단H-1(창업지원),광주광역시 광산구 첨단중앙로152번길 6-8,126.84252777364422,35.2181557052617
광주첨단H-2,광주광역시 광산구 임방울대로825번길 9,126.848343419768,35.2182298298784
광주효천1 A-3BL,광주광역시 남구 효천중앙로 35,126.87276828539257,35.10356817354148
양주고읍 LH13단지아파트,경기도 양주시 고읍남로 94,127.07704544432092,37.788284092993514
평택고덕 Ca1블록 행복주택,경기도 평택시 고덕면 고덕여염로 20,127.04671928409103,37.03784104677867
청주동남 LH행복주택,충청북도 청주시 상당구 월운로 146,127.52195784408075,36.60640946162417
울산송정2,울산광역시 북구 박상진2로 82,,
고흥남계 LH1단지,전라남도 고흥군 고흥읍 터미널길 17-35,127.27750803890204,34.6062188351077
대구연경 LH천년나무 2단지,대구광역시 동구 연경지묘로 153,128.62724602793818,35.94797340050984
청주동남A-1블록(국민임대),충청북도 청주시 상당구 호미로 137,127.51933632370655,36.62116791160184
오봉산마을,경기도 의왕시 행복마을3로 18,126.97603477941432,37.34172810464009
서귀포서홍행복주택,제주특별자치도 서귀포시 장수로 115,126.55541708694948,33.255723295150446
춘천우두 국민임대 3단지,강원도 춘천시 우두1길 40,127.737195550732,37.9096517545272
부산용호(행복주택),부산광역시 남구 동명로 183,129.11694562583776,35.11868935752674
제천청전(공공실버),충청북도 제천시 용두천로40길 28,128.218559849909,37.156060399040776
평창하진부주공아파트,강원도 평창군 진부면 경강로 3587,128.557894397765,37.6353595535244
