단지코드,총세대수,전용면적,전용면적별세대수,공가수,임대보증금,임대료,지하철역,버스정류장,단지내주차면수,등록차량수,연면적,위도,경도,subway_dist,환승역 수,총인구수,세대당_인구,남/여비율,남/여_0~19세,남/여_20~39세,남/여_40~69세,남/여_70세이상,0~19세_비율,20~39세_비율,40~69세_비율,70세이상_비율,전용면적_std,전용면적별세대수_std,임대보증금_std,임대료_std,강원도,경기도,경상남도,경상북도,광주광역시,대구광역시,대전광역시,부산광역시,세종특별자치시,울산광역시,전라남도,전라북도,제주특별자치도,충청남도,충청북도,상가,아파트,공공임대(50년),공공임대(분납),국민임대,영구임대,임대상가,행복주택,"공공임대(5년,10년)",A,C,D,E,G,H,I,J,K,L,M,N
C1424,625.0,46.629999999999995,208.0,2.0,18541000.0,216393.33333333334,1.0,7.0,517.0,179.0,8597.232,127.33083559370898,36.29688931630358,0.05781298501266375,1.0,33120.0,2.515,0.935,2.0593242883745675,0.9781862250050496,0.916257520226817,0.6416382252559727,0.22785326086956523,0.2957125603864734,0.4183423913043478,0.0580917874396135,5.750408681128675,78.61933604400383,3754204.576205191,15080.389031233022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1426,374.0,37.552,74.8,2.0,12332000.0,154042.0,0.0,2.0,321.0,262.0,3209.02,128.60964218421535,36.82633414252064,0.5008680370832546,1.0,9702.25,2.0900000000000003,0.9574999999999999,1.9858387799564265,1.1637976004173187,0.9646880415944541,0.6783042394014963,0.18013862763791896,0.21376484835991647,0.4673658172073488,0.1387307067948156,9.223753032253196,54.361751259502306,6955748.306257207,50483.5886204616,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1428,375.0,46.878571428571426,53.57142857142857,6.0,21328714.285714287,177615.7142857143,0.0,2.0,360.0,333.0,4756.034999999999,127.760226276288,37.8562099592877,0.03724280272498829,1.0,17359.0,2.24,1.0,1.9817961165048545,1.0739713361072585,1.0135780739250693,0.643796992481203,0.1795034276167982,0.2584250244829771,0.46131689613456983,0.10075465176565469,5.0934841663031545,32.95884880097778,4746568.223965806,45145.2425906809,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1430,1533.0,55.7975,383.25,32.0,31460250.0,183182.5,0.0,3.0,1296.0,839.0,6969.3,129.168081704618,35.3263937007063,0.07842329513408057,1.0,81775.0,2.6,0.98,2.2405651248306557,0.9417340117729224,0.9876457282060204,0.7562599049128368,0.2751819015591562,0.2379944970956894,0.4190645062671966,0.0677590950779578,4.601937092138485,177.87893823234572,5512836.860455785,38113.395173700635,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1439,1755.0,42.334375,36.5625,29.0,7685094.290621054,1231389.5433703547,1.0,3.0,270.0,172.0,1340.849999999999,129.15866902792706,35.2323331353141,0.004915776834828577,1.0,18839.0,1.8700000000000008,0.9799999999999992,1.6856600189933513,1.3003614853762726,1.0221074380165285,0.6174242424242423,0.09071606773183295,0.18578480811083395,0.5195074048516376,0.2039917193056956,76.85969147784259,212.66184387526016,15185098.632969258,4846026.80003185,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,3,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
C1448,1116.0,51.24666666666666,124.0,25.0,30831555.555555556,176717.77777777778,0.0,2.0,1050.0,1284.0,4598.81,126.81178549584102,35.19931865286665,0.05524277414550122,2.0,51326.5,2.645,1.0199999999999998,1.806910569105691,0.993145581880495,1.0077905012201993,0.6059160305343512,0.28984053071999843,0.260606119645797,0.4167632704353501,0.0327900791988543,5.221089445700004,121.46604463799748,5161666.666666667,40968.22481441495,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1451,1618.0,30.932,323.6,38.0,47398200.0,88522.0,0.0,3.0,1382.0,1044.0,278.26,127.089353440123,37.8169592500129,0.032710957119159584,1.0,54252.0,2.47,1.01,2.2829366409654708,1.0126614332742467,1.0365739876842694,0.8359469240048251,0.24854383248543827,0.2930030229300302,0.4023446140234461,0.0561085305610853,8.149077861942416,216.32568039879132,51914207.61410117,52900.37211589348,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
C1455,432.0,37.86333333333334,144.0,2.0,10394000.0,175266.66666666666,0.0,5.0,349.0,420.0,6249.2,128.59170875899247,38.18637955144871,0.9256167475904836,1.0,16935.0,2.04,0.9899999999999999,2.0867052023121393,1.1431524547803618,0.9370783760578928,0.6170513424399435,0.1874815470918216,0.24487747268969592,0.4662828461765574,0.101358134041925,8.431704058690233,34.64101615137755,5922121.157153069,44438.20015857228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1465,861.0,41.74333333333333,143.5,26.0,20562500.0,155455.0,0.0,4.0,812.0,557.0,20.25,127.45079584671133,36.617712644353325,0.26348866862564924,1.0,43620.0,2.24,0.9699999999999999,1.8557772236076475,1.0750341064120057,0.9039439593129258,0.6982806433721577,0.1959880788629069,0.2789546079779917,0.4548601558917927,0.0701971572673085,5.600045237912518,101.08165016460703,4614562.546981025,22396.375376386244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1468,815.0,43.666,163.0,17.0,19848400.0,109516.0,0.0,1.0,574.0,810.0,9.0,126.8660228363652,35.17725804419886,0.025902018011346162,1.0,23570.0,2.4,0.97,2.1956726246472247,1.0620300751879699,0.9140271493212669,0.7602862254025045,0.1885871871022486,0.2792532880780653,0.4486635553669919,0.0834959694526941,5.334817710100317,170.8010538609174,4102989.6782711996,18562.31747385008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1470,696.0,42.9825,174.0,14.0,17722750.0,120150.0,0.0,2.0,645.0,553.0,6611.9,126.9311660050544,35.94671124015283,0.3784879111614233,2.0,7783.0,2.0,0.98,1.8223684210526316,1.1859375,1.049409237379162,0.6716417910447762,0.1428754978799948,0.1797507387896698,0.4902993704227161,0.1870743929076191,7.706245843470087,100.81005240880825,6753064.8042203775,21378.507899289885,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1476,453.0,36.293749999999996,56.625,6.0,8583000.0,183337.5,0.0,5.0,107.0,70.0,337.08,128.7719413928228,35.4721906993506,0.2254641698216495,1.0,7888.0,1.91,0.87,1.5741935483870968,1.1123919308357346,0.9327111984282909,0.4955401387512389,0.1239858012170385,0.1858519269776876,0.49885902636916823,0.1913032454361054,14.626515000895754,110.42765893173166,508723.6128643079,34143.76904042251,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
C1487,550.0,55.72,275.0,15.0,25592500.0,141510.0,0.0,8.0,448.0,505.0,112.56299999999999,127.07581506566521,37.8329634163489,0.017543123993207954,1.0,27364.0,2.5,0.98,1.7423053711526857,1.0495818399044206,0.9993444772205834,0.6545566502463054,0.2051966086829411,0.2507674316620377,0.4458412512790528,0.0981947083759684,5.458864350760146,77.78174593052023,2648114.8955436205,12713.779925734125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1490,749.0,79.6825,163.75,24.0,31342500.0,393750.0,0.0,3.0,759.0,899.0,22.58,127.52987955173641,36.907056328328665,0.3555435009440133,1.0,29314.0,2.26,1.12,2.4840390879478833,1.2021377672209026,1.1766203250440572,0.6920415224913494,0.2544859111687248,0.3162652657433308,0.3792044756771509,0.0500443474107934,5.793101500923318,167.56168018573538,5274094.709047232,18186.53347947321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
C1492,390.0,43.71857142857142,55.714285714285715,15.0,12889571.42857143,75324.28571428571,0.0,2.0,334.0,296.0,153.44000000000003,126.98255720315558,37.82872951167129,0.07480280447859465,1.0,11899.0,1.99,1.18,2.0026178010471205,1.3536345776031433,1.2573451327433631,0.7867803837953092,0.1218589797461971,0.2013614589461299,0.5359273888562064,0.1408521724514665,3.732588148418508,49.45945910781976,1358756.1538827654,4330.773053173676,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1497,802.0,39.42,401.0,7.0,13253500.0,168575.0,1.0,14.0,375.0,382.0,563.59,129.0132227406043,35.25736789317972,0.0015133492647056734,1.0,38404.0,2.11,0.94,1.785665529010239,1.1634437086092717,0.9520298929509191,0.595517901065865,0.1320174981772732,0.2126601395687949,0.5033069471930007,0.1520154150609311,0.014142135623730649,62.22539674441618,424971.17549311504,4574.980874276963,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1516,456.0,40.339999999999996,91.2,8.0,10280000.0,82482.0,0.0,1.0,367.0,475.0,5745.76,126.7762294009106,35.29716172205321,0.03701088846230898,1.0,13450.0,2.04,0.9800000000000001,1.939189189189189,1.0790616854908774,1.1190887124611668,0.6109458655562165,0.1643122676579925,0.1779182156133829,0.4564312267657993,0.20133828996282518,5.723700725928989,75.81358717274891,3053553.258091301,23075.55134769265,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1519,420.0,40.760000000000005,210.0,0.0,15472000.0,94375.0,0.0,0.0,393.0,235.0,175.5,126.481502456653,33.4782787803149,1.6714627779822435,1.0,55385.0,2.4,0.96,1.8886002886002888,1.0225266763272296,0.9012326415977532,0.6718913270637409,0.2250067707863139,0.2772050194095874,0.4400108332581023,0.0577773765459962,6.448813844421309,59.39696961966999,1926158.8719521554,19961.62443289624,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1527,996.0,52.788,199.2,23.0,18973200.0,153778.0,0.0,4.0,834.0,1150.0,8.843,128.6963561820953,36.56259510088288,0.5629598415639226,1.0,21492.0,2.25,0.9099999999999999,1.8130400628436756,1.0438311688311688,0.8879392212725546,0.5246025738077215,0.2094732923878652,0.2343197468825609,0.4624976735529499,0.0937092871766238,6.431719832206622,146.4827634911357,3665771.2285411377,26976.402095164587,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1537,662.0,53.91250000000001,165.5,17.0,27349000.0,128200.0,0.0,3.0,546.0,669.0,234.52,126.604427562915,36.358124163110105,0.5382678225534515,1.0,14224.0,2.12,1.02,1.7845934379457915,1.2902072909220872,1.0026849642004774,0.7123287671232876,0.17097862767154098,0.2252530933633295,0.4719488188976378,0.1318194600674915,4.051916213348939,152.72087829326634,1414000.0,18760.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1544,442.0,81.63666666666667,147.33333333333334,10.0,49666666.666666664,480000.0,0.0,2.0,533.0,713.0,401.71,128.448909934289,35.7845696469685,0.04285464720514077,1.0,25385.0,2.27,1.02,2.740963855421686,1.1006754583467353,1.0159241063865831,0.7309476474486415,0.1710458932440417,0.2572779200315147,0.46878077604884777,0.10289541067559578,5.782165107754476,67.00994951000436,5773502.691896258,17320.508075688773,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
C1565,1020.0,25.625,255.0,42.0,18300000.0,91500.0,0.0,3.0,719.0,588.0,13242.1,128.45571157886664,35.69483001743869,0.10920144059253578,1.0,23186.0,1.96,1.11,2.5906288532675705,1.3629209946490402,1.0923314235345971,0.5987795575896262,0.1763132925040973,0.3237729664452687,0.4095143621150694,0.0903993789355645,7.530000000000001,246.52518464989876,5270749.472323647,26353.747361618236,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
C1566,462.0,42.42,77.0,13.0,15582166.666666666,110413.33333333333,0.0,6.0,387.0,284.0,6787.169999999999,126.47544085454065,34.74562692683373,0.4798309712159603,1.0,15083.0,2.1200000000000006,1.14,1.969626168224299,1.097069597069597,1.3509006004002668,0.6588235294117647,0.2208446595504873,0.2277398395544652,0.4672810448849698,0.0841344560100775,6.576479301267509,92.39696964727794,4602881.550362411,27009.367757625627,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1569,631.0,39.202857142857134,90.14285714285714,8.0,13648142.857142856,93722.85714285714,0.0,3.0,442.0,528.0,3148.307882467583,128.70159423367275,35.27793229158769,0.16375703550919182,1.0,19831.0,2.1999999999999997,1.04,1.871202916160389,1.3284799068142108,1.034646604632746,0.6647691334598357,0.14744591800716053,0.20160354999747868,0.5182290353486964,0.1327214966466643,4.79690078517965,85.12036296020001,1839571.6375079846,9807.795733132758,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1572,937.0,39.76,156.16666666666666,32.0,36071833.333333336,79998.33333333333,0.0,3.0,770.0,479.0,204.30999999999997,129.155795141193,35.40918459860689,0.13206374579696634,1.0,20397.0,2.1299999999999994,1.0,1.8346545866364663,1.1692607003891051,1.0195350654424693,0.6490156143923965,0.1554150120115703,0.21865960680492227,0.5068392410648624,0.11908614011864481,7.468092125837766,88.99531822891959,38136970.883470364,28164.7385336109,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
C1579,1005.0,46.18888888888889,111.66666666666667,12.0,34314111.11111111,243200.0,0.0,2.0,882.0,1158.0,328.86000000000007,127.164979550668,37.411476395929604,0.03422438117210461,2.0,27657.0,2.5500000000000003,0.9399999999999997,2.107324147933285,0.9745762711864406,0.915525465456224,0.7338775510204083,0.20349278663629458,0.2695881693603788,0.45012112665871207,0.07679791734461429,8.002130098362008,60.4110916968068,13076956.320608826,66727.0943845152,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1584,1227.0,26.723333333333333,203.33333333333334,40.0,42306666.666666664,193333.33333333334,0.0,3.0,857.0,507.0,14445.290000000003,127.11469963559675,37.66948119843053,0.030033746164238772,1.0,76076.0,2.4499999999999997,0.9500000000000001,2.1902754356379988,0.9535351687551451,0.9489595375722545,0.763447828904731,0.20451916504548076,0.28074557021925445,0.44320153530679834,0.0715337294284662,8.819489025259154,184.81846949552056,12131879.76641158,55916.60457025861,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
C1585,705.0,41.41,176.25,12.0,21657500.0,181760.0,1.0,3.0,502.0,718.0,236.54,128.5316328249711,35.84581616721493,0.016542541172702523,1.0,25946.33333333333,2.486666666666667,0.9966666666666668,1.8295117345562448,1.1503743760399332,0.9407310177705978,0.7339667458432305,0.1654569046364933,0.2656508947956679,0.4938655429797403,0.0750266575880985,5.5194685734528175,171.4144587444906,2943909.0225979015,21685.276110762345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1592,870.0,41.25428571428571,124.28571428571429,13.0,16103000.0,207402.85714285713,0.0,5.0,763.0,739.0,4530.72,127.93171389266651,37.3358487922191,0.3077805968830236,1.0,32936.0,2.34,0.96,1.9203758654797232,1.0357739088957787,0.9005335365853658,0.6801007556675062,0.2258319164440126,0.2591692980325479,0.4542445955793052,0.060754189944134,7.139091578865523,88.86265485889687,5304224.731287316,50295.59812226304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1601,330.0,48.57666666666666,55.0,13.0,24491000.0,167230.0,0.0,4.0,335.0,308.0,4130.8240000000005,127.07797495775698,37.7966633210321,0.030674311843297938,1.0,50148.0,2.6,0.96,1.699854862119013,0.9808976261127595,0.9613679003922906,0.7474856321839081,0.23137512961633558,0.2129895509292494,0.45862247746669865,0.0970128419877163,2.597480830856441,47.49736834815167,2630530.2887440776,18419.908794562474,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1613,840.0,54.35999999999999,280.0,7.0,21287666.666666668,270373.3333333333,1.0,1.0,594.0,498.0,9.0,129.01063912194164,35.24586611613997,0.002261968248845517,1.0,38404.0,2.11,0.94,1.785665529010239,1.1634437086092717,0.9520298929509191,0.595517901065865,0.1320174981772732,0.2126601395687949,0.5033069471930007,0.1520154150609311,4.5783949152514145,153.08820986607688,1792674.352283016,24207.0533798175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1616,1507.0,69.33818181818182,68.5,1.0,18568762.812727097,390096.35547332856,1.0,2.0,407.0,98.0,9087.950000000003,127.42559205675299,36.37123938980002,0.03986091246305079,1.0,14735.5,2.274999999999999,0.9299999999999998,1.756019261637239,1.193960149439601,0.8950561507680387,0.5827171903881699,0.14651691493332428,0.2391164195310643,0.4981507244409757,0.11621594109463547,116.16517872804117,175.59877155444048,21874549.170739785,303119.0752112598,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,3,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
C1620,1232.0,42.584,246.4,22.0,21387800.0,121106.0,0.0,4.0,1181.0,1101.0,6033.53,126.85760436962501,35.208383904718204,0.05802861201299607,1.0,30052.0,2.55,0.9800000000000001,2.314054054054054,0.9914173045697054,0.961887771650989,0.6037735849056604,0.2750232929588713,0.2856715027286037,0.40253560495141744,0.0367695993611074,5.672585830113106,260.482820930671,5265256.945297162,28295.347320716883,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1636,632.0,82.4425,158.0,7.0,76125000.0,620000.0,0.0,20.0,750.0,946.0,266.33,127.10358254774692,37.00958235598776,0.02608710984930392,1.0,71307.5,2.4850000000000003,1.01,2.2299683711122817,1.0562432849068062,1.0045554185504864,0.6913348946135831,0.2303404270238053,0.3086491603267538,0.4103705781299302,0.0506398345195105,5.0616688618149155,153.0054465261504,6750000.0,20000.00000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
C1638,494.0,51.508,98.8,10.0,19472200.0,96302.0,0.0,6.0,358.0,413.0,232.26,127.14173037928302,35.3687474096638,0.3139392616311249,1.0,10130.0,2.25,0.95,1.7176656151419558,1.0050352467270895,1.0326530612244895,0.5699899295065458,0.2071076011846002,0.1965449160908193,0.44244817374136225,0.1538993089832181,5.31304714829447,93.9877651612166,2715918.02159049,16043.865494325237,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1641,283.0,46.845,70.75,8.0,12168250.0,106110.0,0.0,1.0,227.0,268.0,5490.121,128.255148217196,35.3213353216251,0.5317422254109201,1.0,9524.0,2.03,0.98,1.9389671361502347,1.0374331550802138,1.0815118397085608,0.5712765957446808,0.1649517009659807,0.2000209995800084,0.4799454010919781,0.1550818983620327,7.217296354360591,33.87599937025229,2773426.565940888,25138.455269433987,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1642,270.0,44.832857142857144,38.57142857142857,14.0,16050142.857142856,99048.57142857143,0.0,6.0,222.0,297.0,330.66,127.68938420674797,34.956546599865796,0.770184674235172,1.0,57510.0,2.5,1.11,1.9615710652726759,1.2459016393442626,1.1148536260811708,0.635672020287405,0.23594157537819507,0.28824552251782304,0.4421665797252653,0.0336463223787167,3.492977308284506,31.648365638987546,2436822.482152487,13921.214540610825,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1649,540.6666666666666,68.90166666666666,174.5,15.333333333333334,42101000.0,396425.0,0.0,3.3333333333333335,1066.0,689.6666666666666,1964.91,128.99467825750096,35.31155895393936,0.020019157443402786,1.0,120892.0,2.52,0.9800000000000001,2.3134161886551943,0.9854089484183529,0.9795505792706632,0.7042761463163317,0.23594613373920523,0.2881414816530457,0.4211858518346954,0.05472653277305361,21.59892906295742,93.06288196697973,19741728.41470574,101721.75141040386,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
C1652,890.0,32.3025,74.16666666666667,20.0,74533333.33333333,248443.33333333334,1.0,8.0,423.0,509.0,12112.929999999998,126.84775036897348,37.495796697002156,0.0032587342142531496,1.0,30608.0,2.18,0.9450000000000002,1.8780778395552031,0.9495590449559045,0.9461702283909817,0.7982173805397376,0.1523294563512807,0.2961153946680605,0.43290969681129093,0.1186454521693674,6.8591811398366564,58.54265474201203,14581017.132081717,48603.73411268901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
C1655,498.0,46.29,124.5,23.0,19349250.0,133882.5,0.0,6.0,402.0,236.0,6028.1359999999995,127.8265880312306,37.317098870297116,0.20099672339387156,1.0,17665.0,2.05,1.05,1.732051282051282,1.2474837181764358,1.0961629559450496,0.6847041847041847,0.1519388621568072,0.2148881969997169,0.5009906594961789,0.1321822813472969,5.098829931137797,44.91102314577124,4141107.6114971954,30147.001371059552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1656,531.0,43.60125,66.375,7.0,14243875.0,105117.5,0.0,2.0,480.0,257.0,5726.419999999999,126.51469668111125,35.270022618824605,0.27316078285002793,1.0,21620.0,2.17,0.9699999999999999,1.9867139061116037,1.04170363797693,0.9993759101310589,0.6793598233995584,0.201850138760407,0.2128584643848288,0.4445420906567992,0.1407493061979648,6.091578349304413,69.50834996089114,3803982.2906865827,25723.285587742703,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1659,902.0,30.273076923076925,69.38461538461539,32.0,26612769.230769232,150803.07692307694,0.0,2.0,635.0,416.0,275.31,126.896242363353,35.102672041768884,0.03797665304385089,1.0,33134.5,2.515,0.9149999999999997,1.8286704629858879,0.9645909645909646,0.8713512791396701,0.7316706730769232,0.22319636632512949,0.2670781209917155,0.4227617739818014,0.08696373870135353,9.092727299528441,66.86994649010677,8201065.928217768,46471.736282141675,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
C1660,718.0,46.31125,89.75,13.0,15215000.0,101578.75,0.0,3.0,550.0,512.0,3571.18086703003,128.41543378916677,34.87809082579411,0.5760276736007954,1.0,30948.0,2.39,1.0199999999999998,2.0548654244306417,1.0027870680044593,1.0678633975481608,0.677619893428064,0.2489336952307095,0.2321959415794235,0.4578324932144242,0.061037869975442596,7.036649847152305,68.0372796970266,4942374.675049579,22647.008908462947,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1663,642.0,53.93,160.5,3.0,18043000.0,244355.0,1.0,5.0,567.0,700.0,3677.866,127.31164218760935,36.39460330408033,0.0037887739436064266,1.0,31207.0,2.645,0.97,1.984175599795814,0.9993792675356921,0.9408418657565416,0.7363844393592678,0.243839523183901,0.2580350562373826,0.4373377767808504,0.0607876437978658,4.040206265361546,54.64125425598013,1362000.0,25630.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1666,708.0,45.64111111111111,78.66666666666667,20.0,17455666.666666668,119261.11111111111,0.0,4.0,638.0,465.0,20.25,126.44055494794972,34.80995161486175,0.4553504927001161,1.0,14347.0,2.4133333333333336,0.9566666666666668,1.7840909090909096,1.0216306156405992,0.9486971509682652,0.6571428571428571,0.24413930903092387,0.2540600822471597,0.44655096303524544,0.0552496456866708,4.83918754659407,38.791107228332635,3750413.8105014493,23461.35356519549,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1668,493.0,41.40428571428571,70.42857142857143,7.0,12357857.142857144,98520.0,0.0,4.0,421.0,288.0,2609.0400000000004,126.4739004291471,34.992639804479474,0.32384510030878305,1.0,10782.0,2.01,1.0,1.803001876172608,1.2155511811023627,1.0224989955805543,0.6236559139784946,0.1702838063439065,0.20877388239658684,0.46688925987757374,0.1540530513819328,6.69556783039561,44.560285542386815,3782127.374400613,29805.79641613356,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1672,1350.0,55.755,675.0,15.0,18717500.0,229825.0,0.0,1.0,1043.0,873.0,520.984,129.034555520206,35.2039489959096,0.00921656898172888,1.0,20524.666666666668,2.4633333333333334,0.9566666666666668,2.1912766924125395,1.069850039463299,0.9101921735269866,0.8012983347445669,0.1516711599051547,0.2555461720856205,0.4891350245233377,0.1036476434858868,5.480077554195743,298.3990616607231,1839184.73786621,23341.594846967935,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1673,640.0,38.068,128.0,22.0,13160600.0,165370.0,0.0,1.0,549.0,526.0,7128.85,127.5824108564083,36.79138952891281,0.435380918663782,1.0,34641.0,2.08,1.09,2.108038585209003,1.324295587453482,1.092489384288747,0.6761239633347883,0.1815190092664761,0.2524176553794636,0.45521203198521987,0.1108513033688403,8.41305354790994,115.34296684236972,6673071.2794035105,46319.90284963905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
