단지코드,apt임대료min,apt임대료25%,apt임대료50%,apt임대료75%,apt임대료max,apt임대료mean,apt임대료std,apt임대료count,apt임대보증금min,apt임대보증금25%,apt임대보증금50%,apt임대보증금75%,apt임대보증금max,apt임대보증금mean,apt임대보증금std,apt임대보증금count,store임대료min,store임대료25%,store임대료50%,store임대료75%,store임대료max,store임대료mean,store임대료std,store임대료count,store임대보증금min,store임대보증금25%,store임대보증금50%,store임대보증금75%,store임대보증금max,store임대보증금mean,store임대보증금std,store임대보증금count,apt전용면적min,apt전용면적25%,apt전용면적50%,apt전용면적75%,apt전용면적max,apt전용면적mean,apt전용면적std,apt전용면적count,store전용면적min,store전용면적25%,store전용면적50%,store전용면적75%,store전용면적max,store전용면적mean,store전용면적std,store전용면적count
C1206,69900.0,73180.0,76460.0,79740.0,83020.0,76460.0,9277.240969167504,2.0,3141000.0,3288500.0,3436000.0,3583500.0,3731000.0,3436000.0,417193.000900063,2.0,1224000.0,1224000.0,2542000.0,2636000.0,3127681.097083678,2101568.109708368,774302.2556270716,10.0,6120000.0,6120000.0,12710000.0,13180000.0,59875725.73718488,14931572.573718488,16159169.18007428,10.0,26.37,27.6075,28.845,30.082500000000003,31.32,28.845,3.50017856687341,2.0,31.84,31.84,31.84,31.84,137.49,45.589,33.80558482788836,10.0
C2481,73240.0,87315.0,101390.0,102080.0,102770.0,92466.66666666667,16665.072257069074,3.0,11095000.0,12158000.0,13221000.0,13293000.0,13365000.0,12560333.333333334,1271056.7781705635,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8,41.14,45.48,45.73,45.98,42.75333333333333,5.1617955532288695,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1718,187260.0,202867.5,218475.0,234082.5,249690.0,218475.0,44144.67634947616,2.0,24969000.0,26217250.0,27465500.0,28713750.0,29962000.0,27465500.0,3530584.1584644318,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.9,48.1575,49.415,50.6725,51.93,49.415,3.556747109368335,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1655,98610.0,122955.0,132320.0,143247.5,172280.0,133882.5,30147.001371059552,4.0,13731000.0,18412500.0,19973000.0,20909750.0,23720000.0,19349250.0,4141107.6114971945,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.54,44.9775,46.845,48.1575,51.93,46.29,5.0988299311377965,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1430,144800.0,153222.5,185990.0,215950.0,215950.0,183182.5,38113.395173700635,4.0,25966000.0,27090250.0,31835000.0,36205000.0,36205000.0,31460250.0,5512836.860455785,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.77,51.8375,55.715,59.675000000000004,59.99,55.7975,4.601937092138483,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1775,74770.0,77710.0,80650.0,83590.0,86530.0,80650.0,8315.575746753799,2.0,4028000.0,4186250.0,4344500.0,4502750.0,4661000.0,4344500.0,447598.5924910846,2.0,229800.0,229800.0,229800.0,229800.0,992311.6206,280634.10804,196879.65385822853,15.0,91660000.0,91660000.0,91660000.0,91660000.0,395801928.4,111936128.56,78529108.23844057,15.0,26.34,27.375,28.41,29.445,30.48,28.41,2.9274220741123074,2.0,31.84,31.84,31.84,31.84,137.49,38.883333333333326,27.278712701787573,15.0
C1519,80260.0,87317.5,94375.0,101432.5,108490.0,94375.0,19961.62443289624,2.0,14110000.0,14791000.0,15472000.0,16153000.0,16834000.0,15472000.0,1926158.8719521554,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2,38.480000000000004,40.760000000000005,43.040000000000006,45.32,40.760000000000005,6.448813844421311,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2221,246550.0,246550.0,246675.0,246800.0,246800.0,246675.0,133.6306209562122,8.0,15395000.0,15395000.0,15406500.0,15418000.0,15418000.0,15406500.0,12294.017127971521,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,49.5,49.535,49.57,49.57,49.535,0.03741657386773956,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1790,69900.0,76460.0,83020.0,83020.0,83020.0,78646.66666666667,7574.835531767891,3.0,3141000.0,3436000.0,3731000.0,3731000.0,3731000.0,3534333.3333333335,340636.6588218792,3.0,143392.05873099048,143500.0,171914.84065265572,264250.0,11860802.96133835,581173.470054937,2131224.837736642,30.0,5980000.0,5985644.757939525,7182287.838324318,11045000.0,66850397.22620814,9984718.111530231,11027338.134038681,30.0,26.37,28.845,31.32,31.32,31.32,29.669999999999998,2.857883832488647,3.0,15.0,24.0275,27.75,28.88,248.56,36.464333333333336,41.92425219314023,30.0
C2109,69820.0,72565.0,75310.0,78055.0,80800.0,75310.0,7764.032457428292,2.0,3138000.0,3261250.0,3384500.0,3507750.0,3631000.0,3384500.0,348603.64312496793,2.0,146400.0,146400.0,146400.0,146400.0,261250.0,154056.66666666666,29654.142487461453,15.0,5650000.0,5650000.0,5650000.0,5650000.0,8086000.0,5812400.0,628972.4954240845,15.0,26.34,27.375,28.41,29.445,30.48,28.41,2.9274220741123074,2.0,31.84,31.84,31.84,31.84,126.65,38.16066666666666,24.47983673692835,15.0
C1698,162030.0,162030.0,162030.0,162030.0,162030.0,162030.0,0.0,4.0,12864000.0,12864000.0,12864000.0,12864000.0,12864000.0,12864000.0,0.0,4.0,157500.0,157500.0,157500.0,157500.0,157500.0,157500.0,0.0,4.0,6620000.0,6620000.0,6620000.0,6620000.0,6620000.0,6620000.0,0.0,4.0,39.0,39.0,39.195,39.39,39.39,39.195,0.22516660498395438,4.0,32.1,32.1,32.1,32.1,32.1,32.1,0.0,4.0
C1866,70740.0,81067.5,102215.0,119920.0,119920.0,98772.5,25057.756450515146,4.0,9592000.0,10107250.0,11421000.0,12563000.0,12563000.0,11249250.0,1542696.853997354,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.63,38.79,42.845,46.3125,46.71,42.2575,4.980906042077083,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1005,208470.0,209685.0,210900.0,228835.0,246770.0,222046.66666666666,21445.480487350553,3.0,16205000.0,16276500.0,16348000.0,17559000.0,18770000.0,17107666.666666668,1441397.3544215118,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.49,51.72,51.95,55.795,59.64,54.35999999999999,4.578394915251413,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1004,104180.0,104437.5,104695.0,104952.5,105210.0,104695.0,728.3199846221439,2.0,4682000.0,4693500.0,4705000.0,4716500.0,4728000.0,4705000.0,32526.911934581185,2.0,83400.0,141255.0077852664,145654.4091064061,156360.0,11205052.20642808,796482.2254161664,2682384.4072809354,17.0,3780000.0,5731254.890438361,6202584.440451398,8400000.0,66326684.61057426,10226301.976831544,14565008.254303461,17.0,39.3,39.397499999999994,39.495,39.5925,39.69,39.495,0.27577164466275395,2.0,14.1,21.19,23.4,32.29,240.22,39.09470588235294,52.52457783238803,17.0
C1875,69900.0,69900.0,69900.0,76460.0,83020.0,74273.33333333333,7574.835531767891,3.0,3141000.0,3141000.0,3141000.0,3436000.0,3731000.0,3337666.6666666665,340636.6588218792,3.0,63450.0,145068.40558641858,194532.69828213012,271600.0,11205052.20642808,778017.3115926668,2525891.1758560054,19.0,2619000.0,5776367.608594128,7900924.611494419,11140000.0,66326684.61057426,11128362.972465063,13656821.94630084,19.0,26.37,26.37,26.37,28.845,31.32,28.02,2.857883832488647,3.0,14.1,22.145,23.4,30.545,240.22,37.194736842105264,49.7876206577522,19.0
C2156,80500.0,85455.0,90410.0,108995.0,127580.0,99496.66666666667,24820.500263559017,3.0,8670000.0,9908500.0,11147000.0,15483000.0,19819000.0,13212000.0,5854333.352312627,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.55,38.06,39.57,45.75,51.93,42.68333333333334,8.14897130522211,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2212,74860.0,81885.0,88910.0,88910.0,88910.0,84226.66666666667,8111.771282114242,3.0,4032000.0,4410500.0,4789000.0,4789000.0,4789000.0,4536666.666666667,437054.1537765467,3.0,132000.0,132000.0,132000.0,264000.0,569996.2312,219817.83920000002,132930.4317476161,11.0,5120000.0,5120000.0,5120000.0,10240000.0,22108944.72,8526267.701818181,5156089.472441968,11.0,26.37,28.845,31.32,31.32,31.32,29.669999999999998,2.857883832488647,3.0,31.84,31.84,31.84,63.68,137.49,53.02272727272727,32.06443141267567,11.0
C2401,28850.0,50755.0,72660.0,136285.0,199910.0,100473.33333333333,88857.00328805453,3.0,11682000.0,18823000.0,25964000.0,40688500.0,55413000.0,31019666.666666668,22299549.644181907,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.72,43.31,46.9,53.39,59.88,48.833333333333336,10.218108109299557,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2571,68000.0,68000.0,68000.0,68000.0,68000.0,68000.0,0.0,1.0,3056000.0,3056000.0,3056000.0,3056000.0,3056000.0,3056000.0,0.0,1.0,71900.0,71900.0,71900.0,71900.0,285996.7023,88368.9771,59379.74138849223,13.0,5580000.0,5580000.0,5580000.0,5580000.0,22195571.61,6858120.893076923,4608330.416230673,13.0,26.37,26.37,26.37,26.37,26.37,26.37,0.0,1.0,31.84,31.84,31.84,31.84,126.65,39.13307692307691,26.29556280205699,13.0
C1175,128070.0,144085.0,160100.0,182520.0,204940.0,164370.0,38612.48373259612,3.0,21134000.0,23696000.0,26258000.0,30421500.0,34585000.0,27325666.666666668,6788761.620010924,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.9,49.415,51.93,55.905,59.88,52.903333333333336,6.544511695560897,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1833,99720.0,111735.0,123750.0,164610.0,215080.0,141605.7142857143,42038.36377133901,7.0,11774000.0,13697000.0,15620000.0,18984000.0,21266000.0,16288857.142857144,3673376.0778776533,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,36.485,39.57,46.9,51.95,41.67,7.141311737582483,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2445,88900.0,102117.5,141770.0,163400.0,170610.0,133760.0,37064.81997797912,6.0,9852000.0,11294000.0,15620000.0,17422250.0,18023000.0,14498333.333333334,3756052.4312989386,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.62,39.19,46.9,50.6725,51.93,45.15,6.979736384706805,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1885,100920.0,100920.0,100920.0,144180.0,144180.0,117142.5,22389.177072862683,8.0,14418000.0,14418000.0,14418000.0,24032000.0,24032000.0,18023250.0,4975717.715638045,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.7,36.7225,36.735,46.7625,46.83,40.5,5.216988731880819,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2368,100920.0,100920.0,100920.0,100920.0,181420.0,110982.5,28461.047942758538,8.0,14418000.0,14418000.0,14418000.0,14418000.0,27637000.0,16070375.0,4673622.270252486,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.57,36.7,36.715,36.7325,51.73,38.575,5.315693745881151,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2016,80790.0,80790.0,103875.0,126960.0,126960.0,103875.0,26656.261928485023,4.0,9233000.0,9233000.0,12234000.0,15235000.0,15235000.0,12234000.0,3465256.315676134,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.55,36.55,41.724999999999994,46.9,46.9,41.725,5.975575286112628,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2371,72080.0,72080.0,108130.0,112035.0,123750.0,98516.25,22826.622262800323,8.0,9731000.0,9731000.0,17302000.0,18443500.0,21868000.0,15604375.0,5218119.391326999,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.52,36.73,46.9,48.135,51.93,44.27875,6.666184253379139,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2536,50400.0,50400.0,50400.0,63005.0,75610.0,58803.333333333336,14555.000286270464,3.0,9074000.0,9074000.0,9074000.0,11343000.0,13612000.0,10586666.666666666,2620015.5215825215,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.1,35.1,35.1,39.165,43.23,37.81,4.693857688511654,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2538,174280.0,240665.0,311110.0,340790.0,340790.0,288008.94736842107,54673.2483735812,19.0,11022000.0,14012000.0,39668000.0,45613000.0,45613000.0,30869789.47368421,15338353.419447701,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.47,35.46,46.4,51.91,51.92,43.33421052631577,8.557003185039253,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1014,138180.0,150190.0,150190.0,174220.0,186230.0,160488.57142857142,18903.52562228488,7.0,11053000.0,21628000.0,21628000.0,29439000.0,32443000.0,23894000.0,7448971.204132823,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.35,46.849999999999994,46.9,55.474999999999994,59.73,49.23285714285715,8.994323606745374,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1592,158540.0,172190.0,172190.0,245280.0,286150.0,207402.85714285713,50295.59812226304,7.0,11147000.0,12387000.0,12387000.0,19819000.0,24775000.0,16103000.0,5304224.731287316,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,36.55,36.55,46.9,51.93,41.25428571428571,7.13909157886552,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1867,100920.0,100920.0,100920.0,133365.0,186230.0,122348.33333333333,35760.824608314986,6.0,9972000.0,9972000.0,9972000.0,15560250.0,21027000.0,13056333.333333334,4912265.329424568,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.52,36.52,36.52,44.035000000000004,51.93,40.75833333333333,6.78362268015156,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2326,96110.0,96110.0,114140.0,114140.0,153790.0,114858.0,23556.881584793857,5.0,11414000.0,11414000.0,13216000.0,13216000.0,17541000.0,13360200.0,2504798.6346211545,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.92,36.92,39.89,39.89,46.89,40.102,4.074833738939541,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1015,87710.0,87710.0,140810.0,156105.0,201990.0,136192.5,47470.65913352614,8.0,9811000.0,9811000.0,15583000.0,18035750.0,25394000.0,15871250.0,6456388.746261887,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.66,36.87,46.245000000000005,49.714999999999996,59.69,46.0475,9.457327846701732,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1620,90110.0,90110.0,141770.0,141770.0,141770.0,121106.0,28295.347320716883,5.0,15620000.0,15620000.0,25233000.0,25233000.0,25233000.0,21387800.0,5265256.945297162,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.37,36.37,46.72,46.72,46.74,42.584,5.672585830113108,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1049,90110.0,90110.0,175410.0,175410.0,175410.0,141290.0,46720.73415519067,5.0,15620000.0,15620000.0,31242000.0,31242000.0,31242000.0,24993200.0,8556521.793345705,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.37,36.37,51.44,51.72,51.79,45.538,8.370225206050312,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2000,90110.0,102125.0,169420.0,169420.0,219880.0,146071.42857142858,48932.18382910898,7.0,10813000.0,12255000.0,19225000.0,19225000.0,26435000.0,17061857.14285714,5646710.884180614,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.65,38.065,46.9,46.9,59.88,44.76571428571429,8.183067593396455,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2097,39840.0,64930.0,110790.0,110790.0,228540.0,104372.85714285714,63345.61592677789,7.0,13158000.0,16737000.0,16737000.0,55452000.0,76506000.0,35825571.428571425,28632068.18037625,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,39.945,39.99,46.725,59.61,43.82,8.279573257924188,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1668,75690.0,75690.0,75690.0,120150.0,146580.0,98520.0,29805.79641613356,7.0,9611000.0,9611000.0,9611000.0,14418000.0,19225000.0,12357857.142857144,3782127.374400613,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.16,36.16,36.38,46.61,51.75,41.40428571428571,6.6955678303956105,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1689,126470.0,206852.5,291970.0,291970.0,348700.0,264068.0,75866.53482706763,10.0,18557000.0,30318750.0,42909000.0,42909000.0,55558000.0,39646200.0,12338568.283593072,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.95,39.272499999999994,46.75,46.900000000000006,51.94,43.815999999999995,7.866644350250831,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1234,142330.0,148047.5,153765.0,159482.5,165200.0,153765.0,16171.532085736342,2.0,21606000.0,22718000.0,23830000.0,24942000.0,26054000.0,23830000.0,3145210.9627177636,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.86,53.787499999999994,55.715,57.6425,59.57,55.715,5.451793282948282,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2514,138720.0,138720.0,149870.0,161020.0,161020.0,149870.0,12214.213032365204,6.0,13625000.0,13625000.0,15483500.0,17342000.0,17342000.0,15483500.0,2035884.7462467025,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.69,46.9,49.41,51.927499999999995,51.93,49.37833333333334,2.792614664909334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1368,117330.0,148237.5,176635.0,194730.0,194730.0,166332.5,36854.6879650337,4.0,13731000.0,17477250.0,20847500.0,22969000.0,22969000.0,19598750.0,4393531.334056163,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.82,45.129999999999995,49.415,51.93,51.93,47.645,5.730273408253163,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1057,117330.0,148237.5,176635.0,194730.0,194730.0,166332.5,36854.6879650337,4.0,13731000.0,17477250.0,20847500.0,22969000.0,22969000.0,19598750.0,4393531.334056163,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.82,45.129999999999995,49.415,51.93,51.93,47.645,5.730273408253163,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2336,104840.0,104840.0,134300.0,134300.0,205060.0,131782.85714285713,35511.26662262073,7.0,15354000.0,15354000.0,19787000.0,19787000.0,30221000.0,19377714.285714287,5270202.706863236,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.49,39.625,46.59,46.8,59.89,45.54571428571428,7.266326116965522,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1026,96580.0,102930.0,109280.0,115630.0,121980.0,109280.0,17960.512242138306,2.0,22876000.0,23511750.0,24147500.0,24783250.0,25419000.0,24147500.0,1798172.5445573903,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.66,53.7425,55.825,57.9075,59.99,55.825,5.890199487283945,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2256,65950.0,91140.0,136710.0,167890.0,167890.0,125916.0,45949.52426304325,5.0,8394000.0,9592000.0,15590000.0,19187000.0,19187000.0,14390000.0,5158372.756984512,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.91,36.62,46.9,51.93,51.93,43.458000000000006,9.819667509646138,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1900,74890.0,82382.5,106090.0,110775.0,124830.0,100323.75,20117.945746805974,8.0,8738000.0,11546750.0,17477000.0,18413000.0,21221000.0,15604000.0,5037719.410322776,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.63,38.79,46.815,48.1575,51.93,44.645,6.273622785691122,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2666,115180.0,115180.0,133145.0,151110.0,151110.0,133145.0,19679.671491160618,6.0,16723000.0,16723000.0,18890500.0,21058000.0,21058000.0,18890500.0,2374377.286784895,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.74,39.96,43.260000000000005,46.56,46.77,43.25833333333333,3.695145012941532,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2361,197230.0,228445.0,259660.0,284005.0,370790.0,261589.0909090909,53612.39454725846,11.0,23720000.0,30587000.0,37454000.0,41323500.0,61674000.0,37317272.72727273,11278542.779019894,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.72,43.335,46.9,49.445,59.61,47.02181818181818,6.049197993423291,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1642,78670.0,92935.0,107200.0,107200.0,107200.0,99048.57142857143,13921.214540610825,7.0,12483000.0,14980000.0,17477000.0,17477000.0,17477000.0,16050142.857142856,2436822.4821524876,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.72,43.254999999999995,46.9,46.9,46.9,44.832857142857144,3.492977308284506,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1013,108900.0,135960.0,135960.0,135960.0,156850.0,134726.0,17036.885865673925,5.0,20770000.0,24665000.0,24665000.0,24665000.0,29859000.0,24924800.0,3233078.285473459,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.65,46.22,46.22,46.76,51.86,46.141999999999996,4.336925178049537,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2232,110110.0,110110.0,121945.0,155920.0,222340.0,144085.0,53349.91190245772,4.0,19819000.0,19819000.0,22297000.0,28491500.0,39641000.0,26013500.0,9380588.094570616,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.72,39.8175,43.375,50.144999999999996,59.88,46.5875,9.475313099488236,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1973,110110.0,110110.0,110110.0,166225.0,222340.0,147520.0,64796.0207111517,3.0,19819000.0,19819000.0,19819000.0,29730000.0,39641000.0,26426333.333333332,11444237.035876762,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.72,39.785,39.85,49.865,59.88,46.48333333333333,11.602035740909152,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2458,40670.0,40670.0,40670.0,165690.0,165690.0,94250.0,66826.00092778259,7.0,29730000.0,29730000.0,78080000.0,78080000.0,78080000.0,57358571.428571425,25844162.092931435,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.59,46.9,46.9,51.91,51.93,49.00571428571429,2.725184135325276,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2574,111090.0,111090.0,142310.0,142310.0,172280.0,138563.33333333334,23963.851422507196,9.0,19973000.0,19973000.0,26217000.0,26217000.0,32459000.0,25522777.777777776,4880448.692942529,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.48,39.72,46.9,46.9,51.93,45.59777777777778,4.918091036616184,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2133,111090.0,118895.0,142310.0,164787.5,172280.0,141893.33333333334,27366.903125247234,6.0,19973000.0,21534000.0,26217000.0,30898500.0,32459000.0,26216333.333333332,5583908.97729061,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.72,41.515,46.9,50.6725,51.93,46.18333333333334,5.48862338539152,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2096,77110.0,77110.0,81540.0,89570.0,97600.0,84230.0,9345.8475627771,7.0,13022000.0,13022000.0,13022000.0,15363000.0,17704000.0,14359714.285714285,2284582.070772516,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.19,36.265,36.63,41.425,46.22,39.202857142857134,4.79690078517965,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
